year,date,doy,plot_id,depth_cm,soilh2o_g.g
2013,2013-05-08,128,2013_14,0-10,0.19169
2013,2013-05-08,128,2013_16,0-10,0.22664
2013,2013-05-08,128,2013_19,0-10,0.23869
2013,2013-05-08,128,2013_25,0-10,0.20398
2013,2013-05-08,128,2013_27,0-10,0.21446
2013,2013-05-08,128,2013_29,0-10,0.24331
2013,2013-05-08,128,2013_32,0-10,0.23953
2013,2013-05-08,128,2013_33,0-10,0.24752
2013,2013-05-08,128,2013_35,0-10,0.23077
2013,2013-05-08,128,2013_42,0-10,0.30412
2013,2013-05-08,128,2013_45,0-10,0.20665
2013,2013-05-08,128,2013_49,0-10,0.22558
2013,2013-05-17,137,2013_14,0-10,0.15506
2013,2013-05-17,137,2013_16,0-10,0.13043
2013,2013-05-17,137,2013_19,0-10,0.18465
2013,2013-05-17,137,2013_25,0-10,0.13288
2013,2013-05-17,137,2013_27,0-10,0.21053
2013,2013-05-17,137,2013_29,0-10,0.1
2013,2013-05-17,137,2013_32,0-10,0.10549
2013,2013-05-17,137,2013_33,0-10,0.15265
2013,2013-05-17,137,2013_35,0-10,0.15598
2013,2013-05-17,137,2013_42,0-10,0.19676
2013,2013-05-17,137,2013_45,0-10,0.18652
2013,2013-05-17,137,2013_49,0-10,0.16818
2013,2013-05-23,143,2013_14,0-10,0.22426
2013,2013-05-23,143,2013_16,0-10,0.18468
2013,2013-05-23,143,2013_19,0-10,0.22857
2013,2013-05-23,143,2013_25,0-10,0.14015
2013,2013-05-23,143,2013_27,0-10,0.21941
2013,2013-05-23,143,2013_29,0-10,0.18559
2013,2013-05-23,143,2013_32,0-10,0.26178
2013,2013-05-23,143,2013_33,0-10,0.22449
2013,2013-05-23,143,2013_35,0-10,0.17417
2013,2013-05-23,143,2013_42,0-10,0.25969
2013,2013-05-23,143,2013_45,0-10,0.2018
2013,2013-05-23,143,2013_49,0-10,0.28388
2013,2013-05-29,149,2013_14,0-10,0.30486
2013,2013-05-29,149,2013_16,0-10,0.34821
2013,2013-05-29,149,2013_19,0-10,0.31243
2013,2013-05-29,149,2013_25,0-10,0.2377
2013,2013-05-29,149,2013_27,0-10,0.37963
2013,2013-05-29,149,2013_29,0-10,0.3159
2013,2013-05-29,149,2013_32,0-10,0.34517
2013,2013-05-29,149,2013_33,0-10,0.25922
2013,2013-05-29,149,2013_35,0-10,0.30454
2013,2013-05-29,149,2013_42,0-10,0.25129
2013,2013-05-29,149,2013_45,0-10,0.3027
2013,2013-05-29,149,2013_49,0-10,0.33666
2013,2013-06-06,157,2013_14,0-10,0.25078
2013,2013-06-06,157,2013_16,0-10,0.25333
2013,2013-06-06,157,2013_19,0-10,0.28504
2013,2013-06-06,157,2013_25,0-10,0.22714
2013,2013-06-06,157,2013_27,0-10,0.26677
2013,2013-06-06,157,2013_29,0-10,0.26023
2013,2013-06-06,157,2013_32,0-10,0.27053
2013,2013-06-06,157,2013_33,0-10,0.22304
2013,2013-06-06,157,2013_35,0-10,0.24279
2013,2013-06-06,157,2013_42,0-10,0.23308
2013,2013-06-06,157,2013_45,0-10,0.23794
2013,2013-06-06,157,2013_49,0-10,0.29606
2013,2013-06-12,163,2013_14,0-10,0.22971
2013,2013-06-12,163,2013_16,0-10,0.25324
2013,2013-06-12,163,2013_19,0-10,0.27862
2013,2013-06-12,163,2013_25,0-10,0.24604
2013,2013-06-12,163,2013_27,0-10,0.26567
2013,2013-06-12,163,2013_29,0-10,0.25175
2013,2013-06-12,163,2013_32,0-10,0.24028
2013,2013-06-12,163,2013_33,0-10,0.22327
2013,2013-06-12,163,2013_35,0-10,0.21786
2013,2013-06-12,163,2013_42,0-10,0.24074
2013,2013-06-12,163,2013_45,0-10,0.23973
2013,2013-06-12,163,2013_49,0-10,0.30135
2013,2013-06-20,171,2013_14,0-10,0.1989
2013,2013-06-20,171,2013_16,0-10,0.20442
2013,2013-06-20,171,2013_19,0-10,0.2287
2013,2013-06-20,171,2013_25,0-10,0.19172
2013,2013-06-20,171,2013_27,0-10,0.21562
2013,2013-06-20,171,2013_29,0-10,0.21247
2013,2013-06-20,171,2013_32,0-10,0.17833
2013,2013-06-20,171,2013_33,0-10,0.14617
2013,2013-06-20,171,2013_35,0-10,0.18641
2013,2013-06-20,171,2013_42,0-10,0.18875
2013,2013-06-20,171,2013_45,0-10,0.2157
2013,2013-06-20,171,2013_49,0-10,0.2399
2013,2013-06-26,177,2013_14,0-10,0.21245
2013,2013-06-26,177,2013_16,0-10,0.23054
2013,2013-06-26,177,2013_19,0-10,0.25324
2013,2013-06-26,177,2013_25,0-10,0.19121
2013,2013-06-26,177,2013_27,0-10,0.26065
2013,2013-06-26,177,2013_29,0-10,0.27755
2013,2013-06-26,177,2013_32,0-10,0.21706
2013,2013-06-26,177,2013_33,0-10,0.22826
2013,2013-06-26,177,2013_35,0-10,0.21479
2013,2013-06-26,177,2013_42,0-10,0.22589
2013,2013-06-26,177,2013_45,0-10,0.20891
2013,2013-06-26,177,2013_49,0-10,0.27729
2013,2013-07-02,183,2013_14,0-10,0.21095
2013,2013-07-02,183,2013_16,0-10,0.18232
2013,2013-07-02,183,2013_19,0-10,0.19873
2013,2013-07-02,183,2013_25,0-10,0.12408
2013,2013-07-02,183,2013_27,0-10,0.19323
2013,2013-07-02,183,2013_29,0-10,0.22627
2013,2013-07-02,183,2013_32,0-10,0.16739
2013,2013-07-02,183,2013_33,0-10,0.21243
2013,2013-07-02,183,2013_35,0-10,0.18107
2013,2013-07-02,183,2013_42,0-10,0.1906
2013,2013-07-02,183,2013_45,0-10,0.18741
2013,2013-07-02,183,2013_49,0-10,0.22193
2013,2013-07-09,190,2013_14,0-10,0.18815
2013,2013-07-09,190,2013_16,0-10,0.16894
2013,2013-07-09,190,2013_19,0-10,0.16518
2013,2013-07-09,190,2013_25,0-10,0.18575
2013,2013-07-09,190,2013_27,0-10,0.1624
2013,2013-07-09,190,2013_29,0-10,0.21285
2013,2013-07-09,190,2013_32,0-10,0.18432
2013,2013-07-09,190,2013_33,0-10,0.22452
2013,2013-07-09,190,2013_35,0-10,0.16731
2013,2013-07-09,190,2013_42,0-10,0.15882
2013,2013-07-09,190,2013_45,0-10,0.17427
2013,2013-07-09,190,2013_49,0-10,0.22114
2013,2013-07-16,197,2013_14,0-10,0.1373
2013,2013-07-16,197,2013_16,0-10,0.13858
2013,2013-07-16,197,2013_19,0-10,0.13483
2013,2013-07-16,197,2013_25,0-10,0.13755
2013,2013-07-16,197,2013_27,0-10,0.13139
2013,2013-07-16,197,2013_29,0-10,0.15829
2013,2013-07-16,197,2013_32,0-10,0.14891
2013,2013-07-16,197,2013_33,0-10,0.15212
2013,2013-07-16,197,2013_35,0-10,0.13357
2013,2013-07-16,197,2013_42,0-10,0.12263
2013,2013-07-16,197,2013_45,0-10,0.11975
2013,2013-07-16,197,2013_49,0-10,0.15661
2013,2013-07-24,205,2013_14,0-10,0.24098
2013,2013-07-24,205,2013_16,0-10,0.26093
2013,2013-07-24,205,2013_19,0-10,0.20879
2013,2013-07-24,205,2013_25,0-10,0.18663
2013,2013-07-24,205,2013_27,0-10,0.20563
2013,2013-07-24,205,2013_29,0-10,0.25622
2013,2013-07-24,205,2013_32,0-10,0.25158
2013,2013-07-24,205,2013_33,0-10,0.25365
2013,2013-07-24,205,2013_35,0-10,0.19013
2013,2013-07-24,205,2013_42,0-10,0.20146
2013,2013-07-24,205,2013_45,0-10,0.21013
2013,2013-07-24,205,2013_49,0-10,0.24584
2013,2013-07-31,212,2013_14,0-10,0.1968
2013,2013-07-31,212,2013_16,0-10,0.18921
2013,2013-07-31,212,2013_19,0-10,0.16341
2013,2013-07-31,212,2013_25,0-10,0.13824
2013,2013-07-31,212,2013_27,0-10,0.169
2013,2013-07-31,212,2013_29,0-10,0.14269
2013,2013-07-31,212,2013_32,0-10,0.21445
2013,2013-07-31,212,2013_33,0-10,0.19578
2013,2013-07-31,212,2013_35,0-10,0.15778
2013,2013-07-31,212,2013_42,0-10,0.15841
2013,2013-07-31,212,2013_45,0-10,0.15646
2013,2013-07-31,212,2013_49,0-10,0.21233
2013,2013-08-06,218,2013_14,0-10,0.1596
2013,2013-08-06,218,2013_16,0-10,0.15954
2013,2013-08-06,218,2013_19,0-10,0.15132
2013,2013-08-06,218,2013_25,0-10,0.13333
2013,2013-08-06,218,2013_27,0-10,0.1536
2013,2013-08-06,218,2013_29,0-10,0.17103
2013,2013-08-06,218,2013_32,0-10,0.13009
2013,2013-08-06,218,2013_33,0-10,0.12083
2013,2013-08-06,218,2013_35,0-10,0.11991
2013,2013-08-06,218,2013_42,0-10,0.12351
2013,2013-08-06,218,2013_45,0-10,0.15155
2013,2013-08-06,218,2013_49,0-10,0.18182
2013,2013-08-13,225,2013_14,0-10,0.25361
2013,2013-08-13,225,2013_16,0-10,0.25579
2013,2013-08-13,225,2013_19,0-10,0.24309
2013,2013-08-13,225,2013_25,0-10,0.21437
2013,2013-08-13,225,2013_27,0-10,0.23626
2013,2013-08-13,225,2013_29,0-10,0.28519
2013,2013-08-13,225,2013_32,0-10,0.21264
2013,2013-08-13,225,2013_33,0-10,0.23077
2013,2013-08-13,225,2013_35,0-10,0.21264
2013,2013-08-13,225,2013_42,0-10,0.22544
2013,2013-08-13,225,2013_45,0-10,0.23977
2013,2013-08-13,225,2013_49,0-10,0.28964
2013,2013-08-22,234,2013_14,0-10,0.18583
2013,2013-08-22,234,2013_16,0-10,0.17455
2013,2013-08-22,234,2013_19,0-10,0.18424
2013,2013-08-22,234,2013_25,0-10,0.13997
2013,2013-08-22,234,2013_27,0-10,0.16383
2013,2013-08-22,234,2013_29,0-10,0.18957
2013,2013-08-22,234,2013_32,0-10,0.19036
2013,2013-08-22,234,2013_33,0-10,0.19481
2013,2013-08-22,234,2013_35,0-10,0.14046
2013,2013-08-22,234,2013_42,0-10,0.18127
2013,2013-08-22,234,2013_45,0-10,0.17946
2013,2013-08-22,234,2013_49,0-10,0.20888
2013,2013-08-29,241,2013_14,0-10,0.14683
2013,2013-08-29,241,2013_16,0-10,0.12853
2013,2013-08-29,241,2013_19,0-10,0.15867
2013,2013-08-29,241,2013_25,0-10,0.1056
2013,2013-08-29,241,2013_27,0-10,0.13824
2013,2013-08-29,241,2013_29,0-10,0.15058
2013,2013-08-29,241,2013_32,0-10,0.15375
2013,2013-08-29,241,2013_33,0-10,0.15909
2013,2013-08-29,241,2013_35,0-10,0.1181
2013,2013-08-29,241,2013_42,0-10,0.12907
2013,2013-08-29,241,2013_45,0-10,0.14083
2013,2013-08-29,241,2013_49,0-10,0.16841
2013,2013-09-11,254,2013_14,0-10,0.13553
2013,2013-09-11,254,2013_16,0-10,0.1258
2013,2013-09-11,254,2013_19,0-10,0.14581
2013,2013-09-11,254,2013_25,0-10,0.11085
2013,2013-09-11,254,2013_27,0-10,0.12591
2013,2013-09-11,254,2013_29,0-10,0.1601
2013,2013-09-11,254,2013_32,0-10,0.11827
2013,2013-09-11,254,2013_33,0-10,0.1233
2013,2013-09-11,254,2013_35,0-10,0.10152
2013,2013-09-11,254,2013_42,0-10,0.11919
2013,2013-09-11,254,2013_45,0-10,0.10926
2013,2013-09-11,254,2013_49,0-10,0.1738
2013,2013-09-24,267,2013_14,0-10,0.21369
2013,2013-09-24,267,2013_16,0-10,0.2267
2013,2013-09-24,267,2013_19,0-10,0.21266
2013,2013-09-24,267,2013_25,0-10,0.17464
2013,2013-09-24,267,2013_27,0-10,0.19066
2013,2013-09-24,267,2013_29,0-10,0.23005
2013,2013-09-24,267,2013_32,0-10,0.24778
2013,2013-09-24,267,2013_33,0-10,0.21282
2013,2013-09-24,267,2013_35,0-10,0.178
2013,2013-09-24,267,2013_42,0-10,0.21933
2013,2013-09-24,267,2013_45,0-10,0.22208
2013,2013-09-24,267,2013_49,0-10,0.25575
2013,2013-10-09,282,2013_14,0-10,0.21563
2013,2013-10-09,282,2013_16,0-10,0.26813
2013,2013-10-09,282,2013_19,0-10,0.25794
2013,2013-10-09,282,2013_25,0-10,0.2423
2013,2013-10-09,282,2013_27,0-10,0.24663
2013,2013-10-09,282,2013_29,0-10,0.27544
2013,2013-10-09,282,2013_32,0-10,0.24468
2013,2013-10-09,282,2013_33,0-10,0.22569
2013,2013-10-09,282,2013_35,0-10,0.22325
2013,2013-10-09,282,2013_42,0-10,0.27555
2013,2013-10-09,282,2013_45,0-10,0.25373
2013,2013-10-09,282,2013_49,0-10,0.30423
2014,2014-04-25,115,2014_11,0-10,0.32759
2014,2014-04-25,115,2014_13,0-10,0.19343
2014,2014-04-25,115,2014_18,0-10,0.28358
2014,2014-04-25,115,2014_23,0-10,0.25993
2014,2014-04-25,115,2014_24,0-10,0.19929
2014,2014-04-25,115,2014_28,0-10,0.07979
2014,2014-04-25,115,2014_34,0-10,0.3839
2014,2014-04-25,115,2014_37,0-10,0.33704
2014,2014-04-25,115,2014_38,0-10,0.23826
2014,2014-04-25,115,2014_44,0-10,0.29191
2014,2014-04-25,115,2014_46,0-10,0.40945
2014,2014-04-25,115,2014_48,0-10,0.3535
2013,2013-05-05,125,2013_11,0-10,0.22753
2013,2013-05-05,125,2013_13,0-10,0.28727
2013,2013-05-05,125,2013_18,0-10,0.22243
2013,2013-05-05,125,2013_23,0-10,0.24144
2013,2013-05-05,125,2013_24,0-10,0.21693
2013,2013-05-05,125,2013_28,0-10,0.29255
2013,2013-05-05,125,2013_34,0-10,0.26454
2013,2013-05-05,125,2013_37,0-10,0.20556
2013,2013-05-05,125,2013_38,0-10,0.20134
2013,2013-05-05,125,2013_44,0-10,0.29586
2013,2013-05-05,125,2013_46,0-10,0.25394
2013,2013-05-05,125,2013_48,0-10,0.30813
2014,2014-05-14,134,2014_11,0-10,0.23285
2014,2014-05-14,134,2014_13,0-10,0.21712
2014,2014-05-14,134,2014_18,0-10,0.21756
2014,2014-05-14,134,2014_23,0-10,0.21846
2014,2014-05-14,134,2014_24,0-10,0.2037
2014,2014-05-14,134,2014_28,0-10,0.27451
2014,2014-05-14,134,2014_34,0-10,0.23904
2014,2014-05-14,134,2014_37,0-10,0.19881
2014,2014-05-14,134,2014_38,0-10,0.21294
2014,2014-05-14,134,2014_44,0-10,0.29498
2014,2014-05-14,134,2014_46,0-10,0.26652
2014,2014-05-14,134,2014_48,0-10,0.32648
2014,2014-05-22,142,2014_11,0-10,0.25104
2014,2014-05-22,142,2014_13,0-10,0.20208
2014,2014-05-22,142,2014_18,0-10,0.21105
2014,2014-05-22,142,2014_23,0-10,0.23014
2014,2014-05-22,142,2014_24,0-10,0.19216
2014,2014-05-22,142,2014_28,0-10,0.24738
2014,2014-05-22,142,2014_34,0-10,0.27236
2014,2014-05-22,142,2014_37,0-10,0.19103
2014,2014-05-22,142,2014_38,0-10,0.21516
2014,2014-05-22,142,2014_44,0-10,0.27778
2014,2014-05-22,142,2014_46,0-10,0.27313
2014,2014-05-22,142,2014_48,0-10,0.3125
2014,2014-05-29,149,2014_11,0-10,0.24792
2014,2014-05-29,149,2014_13,0-10,0.19538
2014,2014-05-29,149,2014_18,0-10,0.19874
2014,2014-05-29,149,2014_23,0-10,0.23566
2014,2014-05-29,149,2014_24,0-10,0.1901
2014,2014-05-29,149,2014_28,0-10,0.26889
2014,2014-05-29,149,2014_34,0-10,0.25551
2014,2014-05-29,149,2014_37,0-10,0.1805
2014,2014-05-29,149,2014_38,0-10,0.20763
2014,2014-05-29,149,2014_44,0-10,0.28635
2014,2014-05-29,149,2014_46,0-10,0.28604
2014,2014-05-29,149,2014_48,0-10,0.32747
2014,2014-06-06,157,2014_11,0-10,0.23218
2014,2014-06-06,157,2014_13,0-10,0.23326
2014,2014-06-06,157,2014_18,0-10,0.17805
2014,2014-06-06,157,2014_23,0-10,0.18935
2014,2014-06-06,157,2014_24,0-10,0.18908
2014,2014-06-06,157,2014_28,0-10,0.27232
2014,2014-06-06,157,2014_34,0-10,0.2311
2014,2014-06-06,157,2014_37,0-10,0.19287
2014,2014-06-06,157,2014_38,0-10,0.21489
2014,2014-06-06,157,2014_44,0-10,0.24675
2014,2014-06-06,157,2014_46,0-10,0.21962
2014,2014-06-06,157,2014_48,0-10,0.29526
2014,2014-06-16,167,2014_11,0-10,0.16923
2014,2014-06-16,167,2014_13,0-10,0.17284
2014,2014-06-16,167,2014_18,0-10,0.1502
2014,2014-06-16,167,2014_23,0-10,0.14444
2014,2014-06-16,167,2014_24,0-10,0.1391
2014,2014-06-16,167,2014_28,0-10,0.19628
2014,2014-06-16,167,2014_34,0-10,0.17284
2014,2014-06-16,167,2014_37,0-10,0.14538
2014,2014-06-16,167,2014_38,0-10,0.15726
2014,2014-06-16,167,2014_44,0-10,0.17938
2014,2014-06-16,167,2014_46,0-10,0.15822
2014,2014-06-16,167,2014_48,0-10,0.22782
2014,2014-06-24,175,2014_11,0-10,0.27049
2014,2014-06-24,175,2014_13,0-10,0.22105
2014,2014-06-24,175,2014_18,0-10,0.22642
2014,2014-06-24,175,2014_23,0-10,0.22718
2014,2014-06-24,175,2014_24,0-10,0.22782
2014,2014-06-24,175,2014_28,0-10,0.29279
2014,2014-06-24,175,2014_34,0-10,0.29438
2014,2014-06-24,175,2014_37,0-10,0.2
2014,2014-06-24,175,2014_38,0-10,0.27137
2014,2014-06-24,175,2014_44,0-10,0.31591
2014,2014-06-24,175,2014_46,0-10,0.2591
2014,2014-06-24,175,2014_48,0-10,0.34
2014,2014-07-03,184,2014_11,0-10,0.22472
2014,2014-07-03,184,2014_13,0-10,0.26929
2014,2014-07-03,184,2014_18,0-10,0.26545
2014,2014-07-03,184,2014_23,0-10,0.22184
2014,2014-07-03,184,2014_24,0-10,0.23502
2014,2014-07-03,184,2014_28,0-10,0.337
2014,2014-07-03,184,2014_34,0-10,0.28322
2014,2014-07-03,184,2014_37,0-10,0.2053
2014,2014-07-03,184,2014_38,0-10,0.22492
2014,2014-07-03,184,2014_44,0-10,0.32562
2014,2014-07-03,184,2014_46,0-10,0.29264
2014,2014-07-03,184,2014_48,0-10,0.42279
2014,2014-07-15,196,2014_11,0-10,0.21774
2014,2014-07-15,196,2014_13,0-10,0.24242
2014,2014-07-15,196,2014_18,0-10,0.25
2014,2014-07-15,196,2014_23,0-10,0.19721
2014,2014-07-15,196,2014_24,0-10,0.21443
2014,2014-07-15,196,2014_28,0-10,0.29478
2014,2014-07-15,196,2014_34,0-10,0.24622
2014,2014-07-15,196,2014_37,0-10,0.19706
2014,2014-07-15,196,2014_38,0-10,0.21444
2014,2014-07-15,196,2014_44,0-10,0.26889
2014,2014-07-15,196,2014_46,0-10,0.25607
2014,2014-07-15,196,2014_48,0-10,0.33917
2014,2014-07-22,203,2014_11,0-10,0.21116
2014,2014-07-22,203,2014_13,0-10,0.20208
2014,2014-07-22,203,2014_18,0-10,0.17836
2014,2014-07-22,203,2014_23,0-10,0.18802
2014,2014-07-22,203,2014_24,0-10,0.17374
2014,2014-07-22,203,2014_28,0-10,0.21667
2014,2014-07-22,203,2014_34,0-10,0.18126
2014,2014-07-22,203,2014_37,0-10,0.16148
2014,2014-07-22,203,2014_38,0-10,0.19208
2014,2014-07-22,203,2014_44,0-10,0.23126
2014,2014-07-22,203,2014_46,0-10,0.20548
2014,2014-07-22,203,2014_48,0-10,0.23504
2014,2014-07-30,211,2014_11,0-10,0.19011
2014,2014-07-30,211,2014_13,0-10,0.18468
2014,2014-07-30,211,2014_18,0-10,0.16061
2014,2014-07-30,211,2014_23,0-10,0.19604
2014,2014-07-30,211,2014_24,0-10,0.15789
2014,2014-07-30,211,2014_28,0-10,0.20772
2014,2014-07-30,211,2014_34,0-10,0.16346
2014,2014-07-30,211,2014_37,0-10,0.14335
2014,2014-07-30,211,2014_38,0-10,0.16544
2014,2014-07-30,211,2014_44,0-10,0.22245
2014,2014-07-30,211,2014_46,0-10,0.18251
2014,2014-07-30,211,2014_48,0-10,0.22336
2014,2014-08-07,219,2014_11,0-10,0.26157
2014,2014-08-07,219,2014_13,0-10,0.2381
2014,2014-08-07,219,2014_18,0-10,0.22355
2014,2014-08-07,219,2014_23,0-10,0.27191
2014,2014-08-07,219,2014_24,0-10,0.24138
2014,2014-08-07,219,2014_28,0-10,0.29558
2014,2014-08-07,219,2014_34,0-10,0.24915
2014,2014-08-07,219,2014_37,0-10,0.2247
2014,2014-08-07,219,2014_38,0-10,0.25654
2014,2014-08-07,219,2014_44,0-10,0.27191
2014,2014-08-07,219,2014_46,0-10,0.2766
2014,2014-08-07,219,2014_48,0-10,0.35577
2014,2014-08-15,227,2014_11,0-10,0.27373
2014,2014-08-15,227,2014_13,0-10,0.20719
2014,2014-08-15,227,2014_18,0-10,0.21142
2014,2014-08-15,227,2014_23,0-10,0.2306
2014,2014-08-15,227,2014_24,0-10,0.19456
2014,2014-08-15,227,2014_28,0-10,0.26813
2014,2014-08-15,227,2014_34,0-10,0.22814
2014,2014-08-15,227,2014_37,0-10,0.23226
2014,2014-08-15,227,2014_38,0-10,0.23656
2014,2014-08-15,227,2014_44,0-10,0.28668
2014,2014-08-15,227,2014_46,0-10,0.24512
2014,2014-08-15,227,2014_48,0-10,0.30734
2014,2014-09-02,245,2014_11,0-10,0.26698
2014,2014-09-02,245,2014_13,0-10,0.27354
2014,2014-09-02,245,2014_18,0-10,0.25652
2014,2014-09-02,245,2014_23,0-10,0.25706
2014,2014-09-02,245,2014_24,0-10,0.25838
2014,2014-09-02,245,2014_28,0-10,0.32206
2014,2014-09-02,245,2014_34,0-10,0.27877999999999997
2014,2014-09-02,245,2014_37,0-10,0.2311
2014,2014-09-02,245,2014_38,0-10,0.2561
2014,2014-09-02,245,2014_44,0-10,0.30155
2014,2014-09-02,245,2014_46,0-10,0.32681
2014,2014-09-02,245,2014_48,0-10,0.3719
2014,2014-09-16,259,2014_11,0-10,0.25526
2014,2014-09-16,259,2014_13,0-10,0.3
2014,2014-09-16,259,2014_18,0-10,0.27597
2014,2014-09-16,259,2014_23,0-10,0.25039
2014,2014-09-16,259,2014_24,0-10,0.24012
2014,2014-09-16,259,2014_28,0-10,0.32759
2014,2014-09-16,259,2014_34,0-10,0.28549
2014,2014-09-16,259,2014_37,0-10,0.24844
2014,2014-09-16,259,2014_38,0-10,0.26941
2014,2014-09-16,259,2014_44,0-10,0.2953
2014,2014-09-16,259,2014_46,0-10,0.31356
2014,2014-09-16,259,2014_48,0-10,0.3255
2014,2014-10-08,281,2014_11,0-10,0.26737
2014,2014-10-08,281,2014_13,0-10,0.24713
2014,2014-10-08,281,2014_18,0-10,0.28205
2014,2014-10-08,281,2014_23,0-10,0.24635
2014,2014-10-08,281,2014_24,0-10,0.26994
2014,2014-10-08,281,2014_28,0-10,0.28409
2014,2014-10-08,281,2014_34,0-10,0.24721
2014,2014-10-08,281,2014_37,0-10,0.22665
2014,2014-10-08,281,2014_38,0-10,0.22698
2014,2014-10-08,281,2014_44,0-10,0.28978
2014,2014-10-08,281,2014_46,0-10,0.29061
2014,2014-10-08,281,2014_48,0-10,0.32941
2013,2013-05-08,128,2013_14,10-30,0.21934
2013,2013-05-08,128,2013_16,10-30,0.24408
