year,date,doy,plot_id,depth_cm,soilh2o_g.g
2013,2013-05-08,128,2013_19,10-30,0.23095
2013,2013-05-08,128,2013_25,10-30,0.24766
2013,2013-05-08,128,2013_27,10-30,0.22506
2013,2013-05-08,128,2013_29,10-30,0.24941
2013,2013-05-08,128,2013_32,10-30,0.17225
2013,2013-05-08,128,2013_33,10-30,0.26869
2013,2013-05-08,128,2013_35,10-30,0.21053
2013,2013-05-08,128,2013_42,10-30,0.24384
2013,2013-05-08,128,2013_45,10-30,0.21689
2013,2013-05-08,128,2013_49,10-30,0.28165
2013,2013-05-17,137,2013_14,10-30,0.23095
2013,2013-05-17,137,2013_16,10-30,0.27833
2013,2013-05-17,137,2013_19,10-30,0.27033
2013,2013-05-17,137,2013_25,10-30,0.23991
2013,2013-05-17,137,2013_27,10-30,0.23673
2013,2013-05-17,137,2013_29,10-30,0.28351
2013,2013-05-17,137,2013_32,10-30,0.20824
2013,2013-05-17,137,2013_33,10-30,0.26573
2013,2013-05-17,137,2013_35,10-30,0.22958
2013,2013-05-17,137,2013_42,10-30,0.28333
2013,2013-05-17,137,2013_45,10-30,0.25472
2013,2013-05-17,137,2013_49,10-30,0.31323
2013,2013-05-23,143,2013_14,10-30,0.18799
2013,2013-05-23,143,2013_16,10-30,0.2766
2013,2013-05-23,143,2013_19,10-30,0.26653
2013,2013-05-23,143,2013_25,10-30,0.23211
2013,2013-05-23,143,2013_27,10-30,0.22959
2013,2013-05-23,143,2013_29,10-30,0.27979
2013,2013-05-23,143,2013_32,10-30,0.21616
2013,2013-05-23,143,2013_33,10-30,0.2897
2013,2013-05-23,143,2013_35,10-30,0.21875
2013,2013-05-23,143,2013_42,10-30,0.28984
2013,2013-05-23,143,2013_45,10-30,0.25443
2013,2013-05-23,143,2013_49,10-30,0.20863
2013,2013-05-29,149,2013_14,10-30,0.29362
2013,2013-05-29,149,2013_16,10-30,0.32337
2013,2013-05-29,149,2013_19,10-30,0.27813
2013,2013-05-29,149,2013_25,10-30,0.26272
2013,2013-05-29,149,2013_27,10-30,0.30065
2013,2013-05-29,149,2013_29,10-30,0.31823
2013,2013-05-29,149,2013_32,10-30,0.35307
2013,2013-05-29,149,2013_33,10-30,0.25104
2013,2013-05-29,149,2013_35,10-30,0.23815
2013,2013-05-29,149,2013_42,10-30,0.27991
2013,2013-05-29,149,2013_45,10-30,0.26576
2013,2013-05-29,149,2013_49,10-30,0.31823
2013,2013-06-06,157,2013_14,10-30,0.27534
2013,2013-06-06,157,2013_16,10-30,0.27391
2013,2013-06-06,157,2013_19,10-30,0.31496
2013,2013-06-06,157,2013_25,10-30,0.27778
2013,2013-06-06,157,2013_27,10-30,0.28268
2013,2013-06-06,157,2013_29,10-30,0.26829
2013,2013-06-06,157,2013_32,10-30,0.30933
2013,2013-06-06,157,2013_33,10-30,0.24295
2013,2013-06-06,157,2013_35,10-30,0.23041
2013,2013-06-06,157,2013_42,10-30,0.25753
2013,2013-06-06,157,2013_45,10-30,0.23042
2013,2013-06-06,157,2013_49,10-30,0.30366
2013,2013-06-12,163,2013_14,10-30,0.24302
2013,2013-06-12,163,2013_16,10-30,0.29778
2013,2013-06-12,163,2013_19,10-30,0.25952
2013,2013-06-12,163,2013_25,10-30,0.26771
2013,2013-06-12,163,2013_27,10-30,0.27635
2013,2013-06-12,163,2013_29,10-30,0.2847
2013,2013-06-12,163,2013_32,10-30,0.25578
2013,2013-06-12,163,2013_33,10-30,0.22982
2013,2013-06-12,163,2013_35,10-30,0.21017
2013,2013-06-12,163,2013_42,10-30,0.24045
2013,2013-06-12,163,2013_45,10-30,0.2274
2013,2013-06-12,163,2013_49,10-30,0.31122
2013,2013-06-20,171,2013_14,10-30,0.23047
2013,2013-06-20,171,2013_16,10-30,0.29817
2013,2013-06-20,171,2013_19,10-30,0.24676
2013,2013-06-20,171,2013_25,10-30,0.25317
2013,2013-06-20,171,2013_27,10-30,0.265
2013,2013-06-20,171,2013_29,10-30,0.26944
2013,2013-06-20,171,2013_32,10-30,0.21637
2013,2013-06-20,171,2013_33,10-30,0.20786
2013,2013-06-20,171,2013_35,10-30,0.20131
2013,2013-06-20,171,2013_42,10-30,0.22824
2013,2013-06-20,171,2013_45,10-30,0.22026
2013,2013-06-20,171,2013_49,10-30,0.27216
2013,2013-06-26,177,2013_14,10-30,0.30595
2013,2013-06-26,177,2013_16,10-30,0.25393
2013,2013-06-26,177,2013_19,10-30,0.25881
2013,2013-06-26,177,2013_25,10-30,0.23146
2013,2013-06-26,177,2013_27,10-30,0.22236
2013,2013-06-26,177,2013_29,10-30,0.29112
2013,2013-06-26,177,2013_32,10-30,0.23037
2013,2013-06-26,177,2013_33,10-30,0.27038
2013,2013-06-26,177,2013_35,10-30,0.20747
2013,2013-06-26,177,2013_42,10-30,0.24656
2013,2013-06-26,177,2013_45,10-30,0.22558
2013,2013-06-26,177,2013_49,10-30,0.3006
2013,2013-07-02,183,2013_14,10-30,0.24851
2013,2013-07-02,183,2013_16,10-30,0.23046
2013,2013-07-02,183,2013_19,10-30,0.2389
2013,2013-07-02,183,2013_25,10-30,0.19843
2013,2013-07-02,183,2013_27,10-30,0.22193
2013,2013-07-02,183,2013_29,10-30,0.24096
2013,2013-07-02,183,2013_32,10-30,0.20027
2013,2013-07-02,183,2013_33,10-30,0.21303
2013,2013-07-02,183,2013_35,10-30,0.19448
2013,2013-07-02,183,2013_42,10-30,0.22222
2013,2013-07-02,183,2013_45,10-30,0.20359
2013,2013-07-02,183,2013_49,10-30,0.24965
2013,2013-07-09,190,2013_14,10-30,0.20499
2013,2013-07-09,190,2013_16,10-30,0.18336
2013,2013-07-09,190,2013_19,10-30,0.17987
2013,2013-07-09,190,2013_25,10-30,0.19298
2013,2013-07-09,190,2013_27,10-30,0.18646
2013,2013-07-09,190,2013_29,10-30,0.20201
2013,2013-07-09,190,2013_32,10-30,0.21821
2013,2013-07-09,190,2013_33,10-30,0.23448
2013,2013-07-09,190,2013_35,10-30,0.15395
2013,2013-07-09,190,2013_42,10-30,0.17227
2013,2013-07-09,190,2013_45,10-30,0.16452
2013,2013-07-09,190,2013_49,10-30,0.23496
2013,2013-07-16,197,2013_14,10-30,0.18289
2013,2013-07-16,197,2013_16,10-30,0.16233
2013,2013-07-16,197,2013_19,10-30,0.18016
2013,2013-07-16,197,2013_25,10-30,0.16467
2013,2013-07-16,197,2013_27,10-30,0.16688
2013,2013-07-16,197,2013_29,10-30,0.196
2013,2013-07-16,197,2013_32,10-30,0.19693
2013,2013-07-16,197,2013_33,10-30,0.19495
2013,2013-07-16,197,2013_35,10-30,0.14923
2013,2013-07-16,197,2013_42,10-30,0.16025
2013,2013-07-16,197,2013_45,10-30,0.13933
2013,2013-07-16,197,2013_49,10-30,0.20881
2013,2013-07-24,205,2013_14,10-30,0.19586
2013,2013-07-24,205,2013_16,10-30,0.21373
2013,2013-07-24,205,2013_19,10-30,0.20759
2013,2013-07-24,205,2013_25,10-30,0.14035
2013,2013-07-24,205,2013_27,10-30,0.19744
2013,2013-07-24,205,2013_29,10-30,0.21142
2013,2013-07-24,205,2013_32,10-30,0.21175
2013,2013-07-24,205,2013_33,10-30,0.20685
2013,2013-07-24,205,2013_35,10-30,0.17455
2013,2013-07-24,205,2013_42,10-30,0.16336
2013,2013-07-24,205,2013_45,10-30,0.15133
2013,2013-07-24,205,2013_49,10-30,0.2276
2013,2013-07-31,212,2013_14,10-30,0.18581
2013,2013-07-31,212,2013_16,10-30,0.19668
2013,2013-07-31,212,2013_19,10-30,0.1957
2013,2013-07-31,212,2013_25,10-30,0.12749
2013,2013-07-31,212,2013_27,10-30,0.16667
2013,2013-07-31,212,2013_29,10-30,0.2584
2013,2013-07-31,212,2013_32,10-30,0.20046
2013,2013-07-31,212,2013_33,10-30,0.19665
2013,2013-07-31,212,2013_35,10-30,0.15183
2013,2013-07-31,212,2013_42,10-30,0.14648
2013,2013-07-31,212,2013_45,10-30,0.13661
2013,2013-07-31,212,2013_49,10-30,0.22049
2013,2013-08-06,218,2013_14,10-30,0.17907
2013,2013-08-06,218,2013_16,10-30,0.17988
2013,2013-08-06,218,2013_19,10-30,0.17712
2013,2013-08-06,218,2013_25,10-30,0.10931
2013,2013-08-06,218,2013_27,10-30,0.17253
2013,2013-08-06,218,2013_29,10-30,0.18656
2013,2013-08-06,218,2013_32,10-30,0.14071
2013,2013-08-06,218,2013_33,10-30,0.12714
2013,2013-08-06,218,2013_35,10-30,0.14497
2013,2013-08-06,218,2013_42,10-30,0.13749
2013,2013-08-06,218,2013_45,10-30,0.16207
2013,2013-08-06,218,2013_49,10-30,0.18764
2013,2013-08-13,225,2013_14,10-30,0.25
2013,2013-08-13,225,2013_16,10-30,0.23565
2013,2013-08-13,225,2013_19,10-30,0.21112
2013,2013-08-13,225,2013_25,10-30,0.20073
2013,2013-08-13,225,2013_27,10-30,0.23133
2013,2013-08-13,225,2013_29,10-30,0.24801
2013,2013-08-13,225,2013_32,10-30,0.19626
2013,2013-08-13,225,2013_33,10-30,0.18291
2013,2013-08-13,225,2013_35,10-30,0.19637
2013,2013-08-13,225,2013_42,10-30,0.18591
2013,2013-08-13,225,2013_45,10-30,0.23494
2013,2013-08-13,225,2013_49,10-30,0.25782
2013,2013-08-22,234,2013_14,10-30,0.21316
2013,2013-08-22,234,2013_16,10-30,0.20313
2013,2013-08-22,234,2013_19,10-30,0.21297
2013,2013-08-22,234,2013_25,10-30,0.15959
2013,2013-08-22,234,2013_27,10-30,0.19212
2013,2013-08-22,234,2013_29,10-30,0.22193
2013,2013-08-22,234,2013_32,10-30,0.21039
2013,2013-08-22,234,2013_33,10-30,0.206
2013,2013-08-22,234,2013_35,10-30,0.16501
2013,2013-08-22,234,2013_42,10-30,0.19921
2013,2013-08-22,234,2013_45,10-30,0.19603
2013,2013-08-22,234,2013_49,10-30,0.22454
2013,2013-08-29,241,2013_14,10-30,0.19364
2013,2013-08-29,241,2013_16,10-30,0.16725
2013,2013-08-29,241,2013_19,10-30,0.19338
2013,2013-08-29,241,2013_25,10-30,0.13342
2013,2013-08-29,241,2013_27,10-30,0.16538
2013,2013-08-29,241,2013_29,10-30,0.18342
2013,2013-08-29,241,2013_32,10-30,0.16757
2013,2013-08-29,241,2013_33,10-30,0.17139
2013,2013-08-29,241,2013_35,10-30,0.13439
2013,2013-08-29,241,2013_42,10-30,0.15727
2013,2013-08-29,241,2013_45,10-30,0.16467
2013,2013-08-29,241,2013_49,10-30,0.20341
2013,2013-09-11,254,2013_14,10-30,0.17985
2013,2013-09-11,254,2013_16,10-30,0.16562
2013,2013-09-11,254,2013_19,10-30,0.19407
2013,2013-09-11,254,2013_25,10-30,0.13699
2013,2013-09-11,254,2013_27,10-30,0.17464
2013,2013-09-11,254,2013_29,10-30,0.20106
2013,2013-09-11,254,2013_32,10-30,0.16422
2013,2013-09-11,254,2013_33,10-30,0.16587
2013,2013-09-11,254,2013_35,10-30,0.1221
2013,2013-09-11,254,2013_42,10-30,0.17214
2013,2013-09-11,254,2013_45,10-30,0.12984
2013,2013-09-11,254,2013_49,10-30,0.20562
2013,2013-09-24,267,2013_14,10-30,0.20545
2013,2013-09-24,267,2013_16,10-30,0.17896
2013,2013-09-24,267,2013_19,10-30,0.20244
2013,2013-09-24,267,2013_25,10-30,0.1599
2013,2013-09-24,267,2013_27,10-30,0.18478
2013,2013-09-24,267,2013_29,10-30,0.20617
2013,2013-09-24,267,2013_32,10-30,0.21376
2013,2013-09-24,267,2013_33,10-30,0.17598
2013,2013-09-24,267,2013_35,10-30,0.14937
2013,2013-09-24,267,2013_42,10-30,0.18329
2013,2013-09-24,267,2013_45,10-30,0.19975
2013,2013-09-24,267,2013_49,10-30,0.24265
2013,2013-10-09,282,2013_14,10-30,0.20914
2013,2013-10-09,282,2013_16,10-30,0.26196
2013,2013-10-09,282,2013_19,10-30,0.23845
2013,2013-10-09,282,2013_25,10-30,0.22423
2013,2013-10-09,282,2013_27,10-30,0.25641
2013,2013-10-09,282,2013_29,10-30,0.24307
2013,2013-10-09,282,2013_32,10-30,0.21584
2013,2013-10-09,282,2013_33,10-30,0.21053
2013,2013-10-09,282,2013_35,10-30,0.19682
2013,2013-10-09,282,2013_42,10-30,0.25474
2013,2013-10-09,282,2013_45,10-30,0.24226
2013,2013-10-09,282,2013_49,10-30,0.28145
2014,2014-04-25,115,2014_11,10-30,0.20609
2014,2014-04-25,115,2014_13,10-30,0.2535
2014,2014-04-25,115,2014_18,10-30,0.33149
2014,2014-04-25,115,2014_23,10-30,0.19388
2014,2014-04-25,115,2014_24,10-30,0.27749
2014,2014-04-25,115,2014_28,10-30,0.21233
2014,2014-04-25,115,2014_34,10-30,0.24086
2014,2014-04-25,115,2014_37,10-30,0.26079
2014,2014-04-25,115,2014_38,10-30,0.4294
2014,2014-04-25,115,2014_44,10-30,0.50895
2014,2014-04-25,115,2014_46,10-30,0.29368
2014,2014-04-25,115,2014_48,10-30,0.61698
2013,2013-05-05,125,2013_11,10-30,0.24194
2013,2013-05-05,125,2013_13,10-30,0.2014
2013,2013-05-05,125,2013_18,10-30,0.25414
2013,2013-05-05,125,2013_23,10-30,0.2602
2013,2013-05-05,125,2013_24,10-30,0.2548
2013,2013-05-05,125,2013_28,10-30,0.29966
2013,2013-05-05,125,2013_34,10-30,0.2396
2013,2013-05-05,125,2013_37,10-30,0.23489
2013,2013-05-05,125,2013_38,10-30,0.24758
2013,2013-05-05,125,2013_44,10-30,0.29026
2013,2013-05-05,125,2013_46,10-30,0.27138
2013,2013-05-05,125,2013_48,10-30,0.31959
2014,2014-05-14,134,2014_11,10-30,0.24704
2014,2014-05-14,134,2014_13,10-30,0.21676
2014,2014-05-14,134,2014_18,10-30,0.23125
2014,2014-05-14,134,2014_23,10-30,0.2393
2014,2014-05-14,134,2014_24,10-30,0.22661
2014,2014-05-14,134,2014_28,10-30,0.28151
2014,2014-05-14,134,2014_34,10-30,0.23166
2014,2014-05-14,134,2014_37,10-30,0.21
2014,2014-05-14,134,2014_38,10-30,0.2326
2014,2014-05-14,134,2014_44,10-30,0.27214
2014,2014-05-14,134,2014_46,10-30,0.25424
2014,2014-05-14,134,2014_48,10-30,0.3356
2014,2014-05-22,142,2014_11,10-30,0.28194
2014,2014-05-22,142,2014_13,10-30,0.2099
2014,2014-05-22,142,2014_18,10-30,0.22745
2014,2014-05-22,142,2014_23,10-30,0.25149
2014,2014-05-22,142,2014_24,10-30,0.21443
2014,2014-05-22,142,2014_28,10-30,0.2621
2014,2014-05-22,142,2014_34,10-30,0.24138
2014,2014-05-22,142,2014_37,10-30,0.21116
2014,2014-05-22,142,2014_38,10-30,0.24194
2014,2014-05-22,142,2014_44,10-30,0.27412
2014,2014-05-22,142,2014_46,10-30,0.28791
2014,2014-05-22,142,2014_48,10-30,0.34579
2014,2014-05-29,149,2014_11,10-30,0.27865
2014,2014-05-29,149,2014_13,10-30,0.21862
2014,2014-05-29,149,2014_18,10-30,0.22532
2014,2014-05-29,149,2014_23,10-30,0.25607
2014,2014-05-29,149,2014_24,10-30,0.2161
2014,2014-05-29,149,2014_28,10-30,0.26211
2014,2014-05-29,149,2014_34,10-30,0.24481
2014,2014-05-29,149,2014_37,10-30,0.20421
2014,2014-05-29,149,2014_38,10-30,0.24017
2014,2014-05-29,149,2014_44,10-30,0.27455
2014,2014-05-29,149,2014_46,10-30,0.29638
2014,2014-05-29,149,2014_48,10-30,0.36429
2014,2014-06-06,157,2014_11,10-30,0.26974
2014,2014-06-06,157,2014_13,10-30,0.2303
2014,2014-06-06,157,2014_18,10-30,0.22747
2014,2014-06-06,157,2014_23,10-30,0.22222
2014,2014-06-06,157,2014_24,10-30,0.23656
2014,2014-06-06,157,2014_28,10-30,0.31735
2014,2014-06-06,157,2014_34,10-30,0.22626
2014,2014-06-06,157,2014_37,10-30,0.21795
2014,2014-06-06,157,2014_38,10-30,0.25941
2014,2014-06-06,157,2014_44,10-30,0.27273
2014,2014-06-06,157,2014_46,10-30,0.24236
2014,2014-06-06,157,2014_48,10-30,0.34038
2014,2014-06-16,167,2014_11,10-30,0.2173
2014,2014-06-16,167,2014_13,10-30,0.198
2014,2014-06-16,167,2014_18,10-30,0.17206
2014,2014-06-16,167,2014_23,10-30,0.18548
2014,2014-06-16,167,2014_24,10-30,0.20464
2014,2014-06-16,167,2014_28,10-30,0.23467
2014,2014-06-16,167,2014_34,10-30,0.19565
2014,2014-06-16,167,2014_37,10-30,0.16939
2014,2014-06-16,167,2014_38,10-30,0.19646
2014,2014-06-16,167,2014_44,10-30,0.22338
2014,2014-06-16,167,2014_46,10-30,0.19247
2014,2014-06-16,167,2014_48,10-30,0.30176
2014,2014-06-24,175,2014_11,10-30,0.26829
2014,2014-06-24,175,2014_13,10-30,0.21486
2014,2014-06-24,175,2014_18,10-30,0.20396
2014,2014-06-24,175,2014_23,10-30,0.20507
2014,2014-06-24,175,2014_24,10-30,0.22316
2014,2014-06-24,175,2014_28,10-30,0.27051
2014,2014-06-24,175,2014_34,10-30,0.26112
2014,2014-06-24,175,2014_37,10-30,0.2024
2014,2014-06-24,175,2014_38,10-30,0.25413
2014,2014-06-24,175,2014_44,10-30,0.27412
2014,2014-06-24,175,2014_46,10-30,0.24675
2014,2014-06-24,175,2014_48,10-30,0.3159
2014,2014-07-03,184,2014_11,10-30,0.24013
2014,2014-07-03,184,2014_13,10-30,0.23735
2014,2014-07-03,184,2014_18,10-30,0.26446
2014,2014-07-03,184,2014_23,10-30,0.23267
2014,2014-07-03,184,2014_24,10-30,0.24261
2014,2014-07-03,184,2014_28,10-30,0.33854
2014,2014-07-03,184,2014_34,10-30,0.23975
2014,2014-07-03,184,2014_37,10-30,0.19092
2014,2014-07-03,184,2014_38,10-30,0.21951
2014,2014-07-03,184,2014_44,10-30,0.30523
2014,2014-07-03,184,2014_46,10-30,0.27049
2014,2014-07-03,184,2014_48,10-30,0.40426
2014,2014-07-15,196,2014_11,10-30,0.24138
2014,2014-07-15,196,2014_13,10-30,0.2381
2014,2014-07-15,196,2014_18,10-30,0.25272
2014,2014-07-15,196,2014_23,10-30,0.21489
2014,2014-07-15,196,2014_24,10-30,0.23276
2014,2014-07-15,196,2014_28,10-30,0.31724
2014,2014-07-15,196,2014_34,10-30,0.23313
2014,2014-07-15,196,2014_37,10-30,0.19763
2014,2014-07-15,196,2014_38,10-30,0.22541
2014,2014-07-15,196,2014_44,10-30,0.28791
2014,2014-07-15,196,2014_46,10-30,0.24353
2014,2014-07-15,196,2014_48,10-30,0.35963
2014,2014-07-22,203,2014_11,10-30,0.26201
2014,2014-07-22,203,2014_13,10-30,0.23305
2014,2014-07-22,203,2014_18,10-30,0.21457
2014,2014-07-22,203,2014_23,10-30,0.21118
2014,2014-07-22,203,2014_24,10-30,0.2538
2014,2014-07-22,203,2014_28,10-30,0.26815
2014,2014-07-22,203,2014_34,10-30,0.2008
2014,2014-07-22,203,2014_37,10-30,0.18474
2014,2014-07-22,203,2014_38,10-30,0.22727
2014,2014-07-22,203,2014_44,10-30,0.23418
2014,2014-07-22,203,2014_46,10-30,0.23171
2014,2014-07-22,203,2014_48,10-30,0.27922
2014,2014-07-30,211,2014_11,10-30,0.23387
2014,2014-07-30,211,2014_13,10-30,0.21252
2014,2014-07-30,211,2014_18,10-30,0.17921
2014,2014-07-30,211,2014_23,10-30,0.19259
2014,2014-07-30,211,2014_24,10-30,0.22068
2014,2014-07-30,211,2014_28,10-30,0.23694
2014,2014-07-30,211,2014_34,10-30,0.18371
2014,2014-07-30,211,2014_37,10-30,0.17017
2014,2014-07-30,211,2014_38,10-30,0.35197
2014,2014-07-30,211,2014_44,10-30,0.22973
2014,2014-07-30,211,2014_46,10-30,0.21357
2014,2014-07-30,211,2014_48,10-30,0.24297
2014,2014-08-07,219,2014_11,10-30,0.23776
2014,2014-08-07,219,2014_13,10-30,0.20331
2014,2014-08-07,219,2014_18,10-30,0.18519
2014,2014-08-07,219,2014_23,10-30,0.2292
2014,2014-08-07,219,2014_24,10-30,0.23917
2014,2014-08-07,219,2014_28,10-30,0.27158
2014,2014-08-07,219,2014_34,10-30,0.20266
2014,2014-08-07,219,2014_37,10-30,0.20661
2014,2014-08-07,219,2014_38,10-30,0.22934
2014,2014-08-07,219,2014_44,10-30,0.2547
2014,2014-08-07,219,2014_46,10-30,0.24564
2014,2014-08-07,219,2014_48,10-30,0.29453
2014,2014-08-15,227,2014_11,10-30,0.22318
2014,2014-08-15,227,2014_13,10-30,0.17562
2014,2014-08-15,227,2014_18,10-30,0.1687
2014,2014-08-15,227,2014_23,10-30,0.18427
2014,2014-08-15,227,2014_24,10-30,0.18595
2014,2014-08-15,227,2014_28,10-30,0.23542
2014,2014-08-15,227,2014_34,10-30,0.18519
2014,2014-08-15,227,2014_37,10-30,0.19751
2014,2014-08-15,227,2014_38,10-30,0.19543
2014,2014-08-15,227,2014_44,10-30,0.25602
2014,2014-08-15,227,2014_46,10-30,0.20675
2014,2014-08-15,227,2014_48,10-30,0.23077
2014,2014-09-02,245,2014_11,10-30,0.26437
2014,2014-09-02,245,2014_13,10-30,0.24902
2014,2014-09-02,245,2014_18,10-30,0.2341
2014,2014-09-02,245,2014_23,10-30,0.2478
2014,2014-09-02,245,2014_24,10-30,0.28571
2014,2014-09-02,245,2014_28,10-30,0.31551
2014,2014-09-02,245,2014_34,10-30,0.23546
2014,2014-09-02,245,2014_37,10-30,0.23049
2014,2014-09-02,245,2014_38,10-30,0.2607
2014,2014-09-02,245,2014_44,10-30,0.3071
2014,2014-09-02,245,2014_46,10-30,0.32821
2014,2014-09-02,245,2014_48,10-30,0.35459
2014,2014-09-16,259,2014_11,10-30,0.25943
2014,2014-09-16,259,2014_13,10-30,0.26866
2014,2014-09-16,259,2014_18,10-30,0.28455
2014,2014-09-16,259,2014_23,10-30,0.27286
2014,2014-09-16,259,2014_24,10-30,0.27564
2014,2014-09-16,259,2014_28,10-30,0.33226
2014,2014-09-16,259,2014_34,10-30,0.25444
2014,2014-09-16,259,2014_37,10-30,0.25036
2014,2014-09-16,259,2014_38,10-30,0.29571
2014,2014-09-16,259,2014_44,10-30,0.29323
2014,2014-09-16,259,2014_46,10-30,0.30323
2014,2014-09-16,259,2014_48,10-30,0.33333
2014,2014-10-08,281,2014_11,10-30,0.27326
2014,2014-10-08,281,2014_13,10-30,0.23944
2014,2014-10-08,281,2014_18,10-30,0.28906
2014,2014-10-08,281,2014_23,10-30,0.26437
2014,2014-10-08,281,2014_24,10-30,0.2995
2014,2014-10-08,281,2014_28,10-30,0.30526
2014,2014-10-08,281,2014_34,10-30,0.23016
