year,date,doy,plot_id,organ,mass_g,mass_gpl
2018,2018-04-23,113,2018_13,ear,0,0
2018,2018-04-23,113,2018_13,leaf,0,0
2018,2018-04-23,113,2018_13,plant,0,0
2018,2018-04-23,113,2018_13,stemtasshusk,0,0
2018,2018-04-23,113,2018_18,ear,0,0
2018,2018-04-23,113,2018_18,leaf,0,0
2018,2018-04-23,113,2018_18,plant,0,0
2018,2018-04-23,113,2018_18,stemtasshusk,0,0
2018,2018-04-23,113,2018_24,ear,0,0
2018,2018-04-23,113,2018_24,leaf,0,0
2018,2018-04-23,113,2018_24,plant,0,0
2018,2018-04-23,113,2018_24,stemtasshusk,0,0
2018,2018-04-23,113,2018_28,ear,0,0
2018,2018-04-23,113,2018_28,leaf,0,0
2018,2018-04-23,113,2018_28,plant,0,0
2018,2018-04-23,113,2018_28,stemtasshusk,0,0
2018,2018-04-23,113,2018_34,ear,0,0
2018,2018-04-23,113,2018_34,leaf,0,0
2018,2018-04-23,113,2018_34,plant,0,0
2018,2018-04-23,113,2018_34,stemtasshusk,0,0
2018,2018-04-23,113,2018_37,ear,0,0
2018,2018-04-23,113,2018_37,leaf,0,0
2018,2018-04-23,113,2018_37,plant,0,0
2018,2018-04-23,113,2018_37,stemtasshusk,0,0
2018,2018-04-23,113,2018_44,ear,0,0
2018,2018-04-23,113,2018_44,leaf,0,0
2018,2018-04-23,113,2018_44,plant,0,0
2018,2018-04-23,113,2018_44,stemtasshusk,0,0
2018,2018-04-23,113,2018_46,ear,0,0
2018,2018-04-23,113,2018_46,leaf,0,0
2018,2018-04-23,113,2018_46,plant,0,0
2018,2018-04-23,113,2018_46,stemtasshusk,0,0
2018,2018-06-01,152,2018_13,ear,0,0
2018,2018-06-01,152,2018_13,leaf,9.94,1.2425
2018,2018-06-01,152,2018_13,plant,15.899999999999999,1.9874999999999998
2018,2018-06-01,152,2018_13,stemtasshusk,5.96,0.745
2018,2018-06-01,152,2018_18,ear,0,0
2018,2018-06-01,152,2018_18,leaf,10.86,1.8099999999999998
2018,2018-06-01,152,2018_18,plant,17.56,2.9266666666666663
2018,2018-06-01,152,2018_18,stemtasshusk,6.7,1.1166666666666667
2018,2018-06-01,152,2018_24,ear,0,0
2018,2018-06-01,152,2018_24,leaf,14.15,2.0214285714285714
2018,2018-06-01,152,2018_24,plant,25.21,3.6014285714285714
2018,2018-06-01,152,2018_24,stemtasshusk,11.06,1.58
2018,2018-06-01,152,2018_28,ear,0,0
2018,2018-06-01,152,2018_28,leaf,12.99,1.62375
2018,2018-06-01,152,2018_28,plant,22.68,2.835
2018,2018-06-01,152,2018_28,stemtasshusk,9.69,1.21125
2018,2018-06-01,152,2018_34,ear,0,0
2018,2018-06-01,152,2018_34,leaf,7.87,0.98375
2018,2018-06-01,152,2018_34,plant,13.01,1.62625
2018,2018-06-01,152,2018_34,stemtasshusk,5.14,0.6425
2018,2018-06-01,152,2018_37,ear,0,0
2018,2018-06-01,152,2018_37,leaf,13.3,1.9000000000000001
2018,2018-06-01,152,2018_37,plant,22.51,3.2157142857142857
2018,2018-06-01,152,2018_37,stemtasshusk,9.21,1.3157142857142858
2018,2018-06-01,152,2018_44,ear,0,0
2018,2018-06-01,152,2018_44,leaf,14.35,1.79375
2018,2018-06-01,152,2018_44,plant,22.84,2.855
2018,2018-06-01,152,2018_44,stemtasshusk,8.49,1.06125
2018,2018-06-01,152,2018_46,ear,0,0
2018,2018-06-01,152,2018_46,leaf,14.45,1.80625
2018,2018-06-01,152,2018_46,plant,22.97,2.87125
2018,2018-06-01,152,2018_46,stemtasshusk,8.52,1.065
2018,2018-06-18,169,2018_13,ear,0,0
2018,2018-06-18,169,2018_13,leaf,189.9,23.7375
2018,2018-06-18,169,2018_13,plant,298,37.25
2018,2018-06-18,169,2018_13,stemtasshusk,108.1,13.5125
2018,2018-06-18,169,2018_18,ear,0,0
2018,2018-06-18,169,2018_18,leaf,166.9,20.8625
2018,2018-06-18,169,2018_18,plant,272.7,34.0875
2018,2018-06-18,169,2018_18,stemtasshusk,105.8,13.225
2018,2018-06-18,169,2018_24,ear,0,0
2018,2018-06-18,169,2018_24,leaf,159.6,19.95
2018,2018-06-18,169,2018_24,plant,273.9,34.2375
2018,2018-06-18,169,2018_24,stemtasshusk,114.3,14.2875
2018,2018-06-18,169,2018_28,ear,0,0
2018,2018-06-18,169,2018_28,leaf,168.9,21.1125
2018,2018-06-18,169,2018_28,plant,275.8,34.475
2018,2018-06-18,169,2018_28,stemtasshusk,106.9,13.3625
2018,2018-06-18,169,2018_34,ear,0,0
2018,2018-06-18,169,2018_34,leaf,136.4,17.05
2018,2018-06-18,169,2018_34,plant,230.3,28.7875
2018,2018-06-18,169,2018_34,stemtasshusk,93.9,11.7375
2018,2018-06-18,169,2018_37,ear,0,0
2018,2018-06-18,169,2018_37,leaf,168,21
2018,2018-06-18,169,2018_37,plant,283.5,35.4375
2018,2018-06-18,169,2018_37,stemtasshusk,115.5,14.4375
2018,2018-06-18,169,2018_44,ear,0,0
2018,2018-06-18,169,2018_44,leaf,125.5,15.6875
2018,2018-06-18,169,2018_44,plant,202.4,25.3
2018,2018-06-18,169,2018_44,stemtasshusk,76.9,9.6125
2018,2018-06-18,169,2018_46,ear,0,0
2018,2018-06-18,169,2018_46,leaf,168.2,21.025
2018,2018-06-18,169,2018_46,plant,278.1,34.7625
2018,2018-06-18,169,2018_46,stemtasshusk,109.9,13.7375
2018,2018-07-03,184,2018_13,ear,4.93,0.61625
2018,2018-07-03,184,2018_13,leaf,307.94,38.4925
2018,2018-07-03,184,2018_13,plant,680.8599999999999,85.10749999999999
2018,2018-07-03,184,2018_13,stemtasshusk,367.98999999999995,45.998749999999994
2018,2018-07-03,184,2018_18,ear,1.85,0.23125
2018,2018-07-03,184,2018_18,leaf,348.41999999999996,43.552499999999995
2018,2018-07-03,184,2018_18,plant,771.86,96.4825
2018,2018-07-03,184,2018_18,stemtasshusk,421.59,52.69875
2018,2018-07-03,184,2018_24,ear,3.8,0.475
2018,2018-07-03,184,2018_24,leaf,350.38,43.7975
2018,2018-07-03,184,2018_24,plant,774.97,96.87125
2018,2018-07-03,184,2018_24,stemtasshusk,420.79,52.59875
2018,2018-07-03,184,2018_28,ear,9.5,1.1875
2018,2018-07-03,184,2018_28,leaf,336.6,42.075
2018,2018-07-03,184,2018_28,plant,735.2,91.9
2018,2018-07-03,184,2018_28,stemtasshusk,389.1,48.6375
2018,2018-07-03,184,2018_34,ear,4.92,0.615
2018,2018-07-03,184,2018_34,leaf,339.45,42.43125
2018,2018-07-03,184,2018_34,plant,745.4599999999999,93.18249999999999
2018,2018-07-03,184,2018_34,stemtasshusk,401.09000000000003,50.136250000000004
2018,2018-07-03,184,2018_37,ear,12.68,1.585
2018,2018-07-03,184,2018_37,leaf,341.70000000000005,42.712500000000006
2018,2018-07-03,184,2018_37,plant,761.72,95.215
2018,2018-07-03,184,2018_37,stemtasshusk,407.34000000000003,50.917500000000004
2018,2018-07-03,184,2018_44,ear,7.33,0.91625
2018,2018-07-03,184,2018_44,leaf,341.99,42.74875
2018,2018-07-03,184,2018_44,plant,789.19,98.64875
2018,2018-07-03,184,2018_44,stemtasshusk,439.87,54.98375
2018,2018-07-03,184,2018_46,ear,5.16,0.645
2018,2018-07-03,184,2018_46,leaf,311.93,38.99125
2018,2018-07-03,184,2018_46,plant,666.2499999999999,83.28124999999999
2018,2018-07-03,184,2018_46,stemtasshusk,349.15999999999997,43.644999999999996
2018,2018-07-17,198,2018_13,ear,223.6,24.844444444444445
2018,2018-07-17,198,2018_13,leaf,306.3,34.03333333333333
2018,2018-07-17,198,2018_13,plant,1265.1999999999998,140.57777777777775
2018,2018-07-17,198,2018_13,stemtasshusk,735.3,81.69999999999999
2018,2018-07-17,198,2018_18,ear,244.2,27.133333333333333
2018,2018-07-17,198,2018_18,leaf,320.79999999999995,35.64444444444444
2018,2018-07-17,198,2018_18,plant,1263.3999999999999,140.37777777777777
2018,2018-07-17,198,2018_18,stemtasshusk,698.4,77.6
2018,2018-07-17,198,2018_24,ear,237.6,26.4
2018,2018-07-17,198,2018_24,leaf,358.29999999999995,39.8111111111111
2018,2018-07-17,198,2018_24,plant,1355.8999999999999,150.65555555555554
2018,2018-07-17,198,2018_24,stemtasshusk,760,84.44444444444444
2018,2018-07-17,198,2018_28,ear,367.9,40.87777777777777
2018,2018-07-17,198,2018_28,leaf,349.09999999999997,38.788888888888884
2018,2018-07-17,198,2018_28,plant,1495.7999999999997,166.19999999999996
2018,2018-07-17,198,2018_28,stemtasshusk,778.8,86.53333333333333
2018,2018-07-17,198,2018_34,ear,229.6,25.51111111111111
2018,2018-07-17,198,2018_34,leaf,333.2,37.02222222222222
2018,2018-07-17,198,2018_34,plant,1309.1,145.45555555555555
2018,2018-07-17,198,2018_34,stemtasshusk,746.3,82.92222222222222
2018,2018-07-17,198,2018_37,ear,220.8,31.542857142857144
2018,2018-07-17,198,2018_37,leaf,258.3,36.9
2018,2018-07-17,198,2018_37,plant,990.3,141.47142857142856
2018,2018-07-17,198,2018_37,stemtasshusk,511.2,73.02857142857142
2018,2018-07-17,198,2018_44,ear,193.9,24.2375
2018,2018-07-17,198,2018_44,leaf,284.8,35.6
2018,2018-07-17,198,2018_44,plant,1130.9,141.3625
2018,2018-07-17,198,2018_44,stemtasshusk,652.2,81.525
2018,2018-07-17,198,2018_46,ear,249.7,31.2125
2018,2018-07-17,198,2018_46,leaf,328.20000000000005,41.025000000000006
2018,2018-07-17,198,2018_46,plant,1258,157.25
2018,2018-07-17,198,2018_46,stemtasshusk,680.1,85.0125
2018,2018-09-27,270,2018_13,ear,958,119.75
2018,2018-09-27,270,2018_13,leaf,197.8,24.725
2018,2018-09-27,270,2018_13,plant,1631.4,203.925
2018,2018-09-27,270,2018_13,stemtasshusk,475.6,59.45
2018,2018-09-27,270,2018_18,ear,1333.2,166.65
2018,2018-09-27,270,2018_18,leaf,233.1,29.1375
2018,2018-09-27,270,2018_18,plant,2080.4,260.05
2018,2018-09-27,270,2018_18,stemtasshusk,514.1,64.2625
2018,2018-09-27,270,2018_24,ear,1183.5,147.9375
2018,2018-09-27,270,2018_24,leaf,221,27.625
2018,2018-09-27,270,2018_24,plant,1975.6999999999998,246.96249999999998
2018,2018-09-27,270,2018_24,stemtasshusk,571.1999999999999,71.39999999999999
2018,2018-09-27,270,2018_28,ear,1647.3,205.9125
2018,2018-09-27,270,2018_28,leaf,217.5,27.1875
2018,2018-09-27,270,2018_28,plant,2446.2,305.775
2018,2018-09-27,270,2018_28,stemtasshusk,581.4,72.675
2018,2018-09-27,270,2018_34,ear,1207.1,150.8875
2018,2018-09-27,270,2018_34,leaf,231,28.875
2018,2018-09-27,270,2018_34,plant,1967.1,245.8875
2018,2018-09-27,270,2018_34,stemtasshusk,529,66.125
2018,2018-09-27,270,2018_37,ear,1515.5,189.4375
2018,2018-09-27,270,2018_37,leaf,232.5,29.0625
2018,2018-09-27,270,2018_37,plant,2308.2,288.525
2018,2018-09-27,270,2018_37,stemtasshusk,560.2,70.025
2018,2018-09-27,270,2018_44,ear,1271.9,158.9875
2018,2018-09-27,270,2018_44,leaf,243.5,30.4375
2018,2018-09-27,270,2018_44,plant,2039.4,254.925
2018,2018-09-27,270,2018_44,stemtasshusk,524,65.5
2018,2018-09-27,270,2018_46,ear,1461.2,182.65
2018,2018-09-27,270,2018_46,leaf,251.3,31.4125
2018,2018-09-27,270,2018_46,plant,2288.2,286.025
2018,2018-09-27,270,2018_46,stemtasshusk,575.7,71.9625
2019,2019-06-03,154,2019_12,ear,0,0
2019,2019-06-03,154,2019_12,leaf,0,0
2019,2019-06-03,154,2019_12,plant,0,0
2019,2019-06-03,154,2019_12,stemtasshusk,0,0
2019,2019-06-03,154,2019_19,ear,0,0
2019,2019-06-03,154,2019_19,leaf,0,0
2019,2019-06-03,154,2019_19,plant,0,0
2019,2019-06-03,154,2019_19,stemtasshusk,0,0
2019,2019-06-03,154,2019_21,ear,0,0
2019,2019-06-03,154,2019_21,leaf,0,0
2019,2019-06-03,154,2019_21,plant,0,0
2019,2019-06-03,154,2019_21,stemtasshusk,0,0
2019,2019-06-03,154,2019_27,ear,0,0
2019,2019-06-03,154,2019_27,leaf,0,0
2019,2019-06-03,154,2019_27,plant,0,0
2019,2019-06-03,154,2019_27,stemtasshusk,0,0
2019,2019-06-03,154,2019_31,ear,0,0
2019,2019-06-03,154,2019_31,leaf,0,0
2019,2019-06-03,154,2019_31,plant,0,0
2019,2019-06-03,154,2019_31,stemtasshusk,0,0
2019,2019-06-03,154,2019_35,ear,0,0
2019,2019-06-03,154,2019_35,leaf,0,0
2019,2019-06-03,154,2019_35,plant,0,0
2019,2019-06-03,154,2019_35,stemtasshusk,0,0
2019,2019-06-03,154,2019_43,ear,0,0
2019,2019-06-03,154,2019_43,leaf,0,0
2019,2019-06-03,154,2019_43,plant,0,0
2019,2019-06-03,154,2019_43,stemtasshusk,0,0
2019,2019-06-03,154,2019_45,ear,0,0
2019,2019-06-03,154,2019_45,leaf,0,0
2019,2019-06-03,154,2019_45,plant,0,0
2019,2019-06-03,154,2019_45,stemtasshusk,0,0
2019,2019-06-25,176,2019_12,ear,0,0
2019,2019-06-25,176,2019_12,leaf,10.299999999999997,1.2874999999999996
2019,2019-06-25,176,2019_12,plant,18.299999999999997,2.2874999999999996
2019,2019-06-25,176,2019_12,stemtasshusk,8,1
2019,2019-06-25,176,2019_19,ear,0,0
2019,2019-06-25,176,2019_19,leaf,6.200000000000003,0.7750000000000004
2019,2019-06-25,176,2019_19,plant,11.000000000000002,1.3750000000000002
2019,2019-06-25,176,2019_19,stemtasshusk,4.799999999999999,0.5999999999999999
2019,2019-06-25,176,2019_21,ear,0,0
2019,2019-06-25,176,2019_21,leaf,10.299999999999997,1.2874999999999996
2019,2019-06-25,176,2019_21,plant,21.999999999999996,2.7499999999999996
2019,2019-06-25,176,2019_21,stemtasshusk,11.7,1.4625
2019,2019-06-25,176,2019_27,ear,0,0
2019,2019-06-25,176,2019_27,leaf,8.100000000000001,1.0125000000000002
2019,2019-06-25,176,2019_27,plant,15.200000000000001,1.9000000000000001
2019,2019-06-25,176,2019_27,stemtasshusk,7.1,0.8875
2019,2019-06-25,176,2019_31,ear,0,0
2019,2019-06-25,176,2019_31,leaf,7.799999999999997,0.9749999999999996
2019,2019-06-25,176,2019_31,plant,14.999999999999996,1.8749999999999996
2019,2019-06-25,176,2019_31,stemtasshusk,7.199999999999999,0.8999999999999999
2019,2019-06-25,176,2019_35,ear,0,0
2019,2019-06-25,176,2019_35,leaf,7.299999999999997,0.9124999999999996
2019,2019-06-25,176,2019_35,plant,14.599999999999996,1.8249999999999995
2019,2019-06-25,176,2019_35,stemtasshusk,7.299999999999999,0.9124999999999999
2019,2019-06-25,176,2019_43,ear,0,0
2019,2019-06-25,176,2019_43,leaf,11,1.375
2019,2019-06-25,176,2019_43,plant,20.2,2.525
2019,2019-06-25,176,2019_43,stemtasshusk,9.2,1.15
2019,2019-06-25,176,2019_45,ear,0,0
2019,2019-06-25,176,2019_45,leaf,6.699999999999996,0.8374999999999995
2019,2019-06-25,176,2019_45,plant,11.299999999999997,1.4124999999999996
2019,2019-06-25,176,2019_45,stemtasshusk,4.6000000000000005,0.5750000000000001
2019,2019-07-02,183,2019_12,ear,0,0
2019,2019-07-02,183,2019_12,leaf,43,5.375
2019,2019-07-02,183,2019_12,plant,64.6,8.075
2019,2019-07-02,183,2019_12,stemtasshusk,21.6,2.7
2019,2019-07-02,183,2019_19,ear,0,0
2019,2019-07-02,183,2019_19,leaf,56.6,7.075
2019,2019-07-02,183,2019_19,plant,87.4,10.925
2019,2019-07-02,183,2019_19,stemtasshusk,30.8,3.85
2019,2019-07-02,183,2019_21,ear,0,0
2019,2019-07-02,183,2019_21,leaf,64.7,8.0875
2019,2019-07-02,183,2019_21,plant,109,13.625
2019,2019-07-02,183,2019_21,stemtasshusk,44.3,5.5375
2019,2019-07-02,183,2019_27,ear,0,0
2019,2019-07-02,183,2019_27,leaf,44.5,5.5625
2019,2019-07-02,183,2019_27,plant,66.1,8.2625
2019,2019-07-02,183,2019_27,stemtasshusk,21.6,2.7
2019,2019-07-02,183,2019_31,ear,0,0
2019,2019-07-02,183,2019_31,leaf,56.2,7.025
2019,2019-07-02,183,2019_31,plant,76.9,9.6125
2019,2019-07-02,183,2019_31,stemtasshusk,20.7,2.5875
2019,2019-07-02,183,2019_35,ear,0,0
2019,2019-07-02,183,2019_35,leaf,46.2,5.775
2019,2019-07-02,183,2019_35,plant,68.7,8.5875
2019,2019-07-02,183,2019_35,stemtasshusk,22.5,2.8125
2019,2019-07-02,183,2019_43,ear,0,0
2019,2019-07-02,183,2019_43,leaf,57.9,7.2375
2019,2019-07-02,183,2019_43,plant,85.6,10.7
2019,2019-07-02,183,2019_43,stemtasshusk,27.7,3.4625
2019,2019-07-02,183,2019_45,ear,0,0
2019,2019-07-02,183,2019_45,leaf,40.9,5.1125
2019,2019-07-02,183,2019_45,plant,61.599999999999994,7.699999999999999
2019,2019-07-02,183,2019_45,stemtasshusk,20.7,2.5875
2019,2019-07-15,196,2019_12,ear,0,0
2019,2019-07-15,196,2019_12,leaf,172.67,21.58375
2019,2019-07-15,196,2019_12,plant,386.71,48.33875
