ID,block,system,depth,crop,date,wtPOMC,wtPOMN,pctTotalAg,PMN,FDA,whole_soil_N,whole_soil_C,SOM_vol,bulk_density,lengthpcm3soil,AvgDiam,rootpctC,root_CdN,sand,silt,clay,WFPS
71,4,4,0,S,5,.,.,.,.,.,0.34,4.0502,.,.,.,.,.,.,22,43,35,.
2,1,3,10,C,1,.,.,62.31,.,.,0.22,2.8161,.,.,.,.,.,.,35,39,26,.
4,1,4,10,S,1,.,.,66.31,.,.,0.21,2.6711,.,.,.,.,.,.,34,40,26,.
6,1,2,10,C,1,.,.,66.38,.,.,0.18,2.2754,.,.,.,.,.,.,37,36,27,.
8,1,4,10,A,1,.,.,67.96,.,.,0.18,2.3526,.,.,.,.,.,.,40,33,27,.
10,1,3,10,O,1,.,.,69.46,.,.,0.24,3.1918,.,.,.,.,.,.,39,32,29,.
12,1,3,10,S,1,.,.,76.39,.,.,0.24,3.0778,.,.,.,.,.,.,37,34,29,.
14,1,4,10,C,1,.,.,62.82,.,.,0.21,2.828,.,.,.,.,.,.,43,33,24,.
16,1,4,10,O,1,.,.,64.83,.,.,0.17,2.1282,.,.,.,.,.,.,40,33,27,.
18,1,2,10,S,1,.,.,70.98,.,.,0.2,2.8376,.,.,.,.,.,.,30,40,30,.
20,2,4,10,S,1,.,.,70.51,.,.,0.2,2.602,.,.,.,.,.,.,37,37,26,.
22,2,4,10,C,1,.,.,62.17,.,.,0.18,2.2284,.,.,.,.,.,.,39,39,22,.
24,2,3,10,C,1,.,.,57.36,.,.,0.18,2.3336,.,.,.,.,.,.,44,33,23,.
26,2,2,10,C,1,.,.,55.87,.,.,0.16,2.139,.,.,.,.,.,.,30,46,24,.
28,2,3,10,S,1,.,.,70.32,.,.,0.18,2.3272,.,.,.,.,.,.,29,46,25,.
30,2,3,10,O,1,.,.,70.72,.,.,0.21,2.7882,.,.,.,.,.,.,33,42,25,.
32,2,2,10,S,1,.,.,75.46,.,.,0.22,3.1162,.,.,.,.,.,.,31,43,26,.
34,2,4,10,O,1,.,.,76.6,.,.,0.24,3.3018,.,.,.,.,.,.,33,42,25,.
36,2,4,10,A,1,.,.,80.64,.,.,0.28,3.4556,.,.,.,.,.,.,29,45,26,.
38,3,4,10,S,1,.,.,75.57,.,.,0.29,3.477,.,.,.,.,.,.,31,39,30,.
40,3,4,10,A,1,.,.,78.43,.,.,0.26,3.705,.,.,.,.,.,.,32,39,29,.
42,3,3,10,S,1,.,.,78.65,.,.,0.3,3.6206,.,.,.,.,.,.,29,40,31,.
44,3,2,10,C,1,.,.,77.2,.,.,0.23,2.6862,.,.,.,.,.,.,36,38,26,.
46,3,2,10,S,1,.,.,66.68,.,.,0.2,2.37,.,.,.,.,.,.,45,32,23,.
48,3,3,10,O,1,.,.,73.75,.,.,0.2,2.4032,.,.,.,.,.,.,45,33,22,.
50,3,4,10,O,1,.,.,64.93,.,.,0.18,2.069,.,.,.,.,.,.,45,32,23,.
52,3,3,10,C,1,.,.,75.54,.,.,0.18,2.2424,.,.,.,.,.,.,43,35,22,.
54,3,4,10,C,1,.,.,64.3,.,.,0.14,1.7374,.,.,.,.,.,.,37,38,25,.
56,4,4,10,C,1,.,.,71.23,.,.,0.24,3.0388,.,.,.,.,.,.,37,37,26,.
58,4,3,10,S,1,.,.,71.64,.,.,0.29,3.4702,.,.,.,.,.,.,35,37,28,.
60,4,4,10,S,1,.,.,75.42,.,.,0.3,3.6546,.,.,.,.,.,.,28,41,31,.
62,4,2,10,C,1,.,.,83.84,.,.,0.24,2.9654,.,.,.,.,.,.,27,40,33,.
64,4,2,10,S,1,.,.,71.39,.,.,0.23,2.7578,.,.,.,.,.,.,43,30,27,.
66,4,4,10,O,1,.,.,84.52,.,.,0.22,2.6354,.,.,.,.,.,.,30,39,31,.
68,4,3,10,O,1,.,.,80.02,.,.,0.32,4.23315,.,.,.,.,.,.,21,46,33,.
70,4,3,10,C,1,.,.,79.61,.,.,0.35,4.371228571,.,.,.,.,.,.,30,41,29,.
72,4,4,10,A,1,.,.,89.91,.,.,0.36,4.69085,.,.,.,.,.,.,22,46,32,.
2,1,3,10,S,2,2.357093529,0.19317045,63.47,30.0201,.,0.21,2.5761,.,1.21,.,.,.,.,35,39,26,65.48830903
4,1,4,10,O,2,1.862297314,0.16950425,79.35,45.6895,1.121411587,0.25,3.0611,.,1.15,.,.,.,.,34,40,26,58.7558
6,1,2,10,S,2,0.83757674,0.07283276,74.54,10.1269,0.525184126,0.21,2.7154,.,1.19,.,.,.,.,37,36,27,57.28138356
8,1,4,10,C,2,2.409786523,0.18033912,66.96,42.588,0.879521803,0.21,2.5126,.,1.17,.,.,.,.,40,33,27,55.45286149
10,1,3,10,C,2,2.521240295,0.2053404,64.65,45.0684,.,0.21,2.5918,.,1.08,.,.,.,.,39,32,29,49.49254777
12,1,3,10,O,2,1.412448188,0.11733462,93.84,28.4007,0.753440255,0.22,2.7178,.,1.23,.,.,.,.,37,34,29,57.11011268
14,1,4,10,S,2,2.2171968,0.1847664,67.02,44.4444,0.838456026,0.19,2.498,.,1.56,.,.,.,.,43,33,24,49.87348624
16,1,4,10,A,2,1.695498549,0.14916174,67.83,31.0471,0.639591456,0.17,2.1882,.,1.19,.,.,.,.,40,33,27,47.28090068
18,1,2,10,C,2,0.4098864,0.0292776,77.66,23.436,.,0.21,2.7676,.,1.2,.,.,.,.,30,40,30,57.876
20,2,4,10,O,2,2.81449728,0.20848128,61.56,31.872,0.636957094,0.16,2.002,.,1.28,.,.,.,.,37,37,26,56.9459854
22,2,4,10,S,2,2.101199929,0.139407,74.88,34.41,0.741684508,0.17,1.9884,.,1.24,.,.,.,.,39,39,22,57.28360284
24,2,3,10,S,2,1.758098429,0.11676336,83.41,29.2999,0.517675448,0.15,1.8436,.,1.33,.,.,.,.,44,33,23,60.39711364
26,2,2,10,S,2,0.595075,0.045775,53.97,7.025,0.286995287,0.18,2.229,.,1.25,.,.,.,.,30,46,24,54.18303571
28,2,3,10,O,2,3.072888,0.256074,71.22,41.472,0.759145646,0.21,2.7572,.,1.2,.,.,.,.,29,46,25,54.78372414
30,2,3,10,C,2,2.63440408,0.20527824,86.43,25.868,0.731554682,0.21,2.7482,.,1.16,.,.,.,.,33,42,25,56.19849664
32,2,2,10,C,2,0.7801794,0.0709254,72.51,10.9746,0.327425902,0.19,2.6162,.,1.17,.,.,.,.,31,43,26,50.65546622
34,2,4,10,A,2,0.84224712,0.07323888,76.02,19.7472,0.673662929,0.25,3.3018,.,1.21,.,.,.,.,33,42,25,55.77973958
36,2,4,10,C,2,2.27052848,0.18061022,77.16,32.926,0.797191613,0.26,3.2756,.,1.01,.,.,.,.,29,45,26,49.04196646
38,3,4,10,O,2,1.169942962,0.122089035,86.16,47.988,1.033527825,0.25,3.077,.,1.2,.,.,.,.,31,39,30,61.56041379
40,3,4,10,C,2,2.918673757,0.135648948,74.79,44.1564,0.797292894,0.22,2.805,.,1.24,.,.,.,.,32,39,29,62.52721986
42,3,3,10,O,2,0.33873413,0.059108904,81.23,37.6047,0.918655018,0.24,3.0706,.,1.27,.,.,.,.,29,40,31,64.7249058
44,3,2,10,S,2,1.866445582,0.121325073,64.15,57.6138,1.254353111,0.23,3.0762,.,1.31,.,.,.,.,36,38,26,63.18648134
46,3,2,10,C,2,1.196189937,0.090115331,61.16,16.9384,0.831743821,0.17,2.17,.,1.24,.,.,.,.,45,32,23,51.48066667
48,3,3,10,C,2,3.235404307,0.240673892,58.19,62.054,1.107996204,0.16,2.1032,.,1.15,.,.,.,.,45,33,22,47.52068333
50,3,4,10,A,2,1.742805016,0.129676439,61.96,22.5456,0.762643516,0.17,2.229,.,1.22,.,.,.,.,45,32,23,42.41334266
52,3,3,10,S,2,1.646039507,0.144617323,65.29,32.319,1.030104562,0.16,2.1424,.,1.35,.,.,.,.,43,35,22,68.41280769
54,3,4,10,S,2,2.716026938,0.209216825,75.64,30.168,1.588394146,0.2,2.6674,.,1.2,.,.,.,.,37,38,25,63.81931034
56,4,4,10,S,2,1.693506532,0.121664975,68.77,16.8708,0.625559618,0.2,2.6388,.,1.02,.,.,.,.,37,37,26,50.84293252
58,4,3,10,O,2,.,.,79.27,.,.,0.21,2.7302,.,1.14,.,.,.,.,35,37,28,57.77912583
60,4,4,10,O,2,2.335247733,0.204400764,79.67,48.5754,0.786409394,0.27,3.3246,.,1.14,.,.,.,.,28,41,31,60.37998675
62,4,2,10,S,2,1.603052024,0.129309777,82.98,33.7824,0.719310153,0.29,3.7554,.,1.36,.,.,.,.,27,40,33,58.89327132
64,4,2,10,C,2,0.680260926,0.082446906,69.29,21.5988,0.36450255,0.18,2.3078,.,1.23,.,.,.,.,43,30,27,55.43445423
66,4,4,10,A,2,1.497895458,0.156256876,79.62,56.235,0.679333213,.,.,.,1.15,.,.,.,.,30,39,31,54.34708333
68,4,3,10,C,2,1.89966636,0.233581761,73.6,31.5438,0.90498606,0.26,3.277,.,1.14,.,.,.,.,21,46,33,60.56004636
70,4,3,10,S,2,3.542408914,0.287393919,81.04,63.452,1.071115069,0.36,4.7092,.,1.16,.,.,.,.,30,41,29,48.40002685
72,4,4,10,C,2,2.880401536,0.235442868,82.13,31.3768,0.679666845,0.34,3.822,.,1.04,.,.,.,.,22,46,32,51.5423354
2,1,3,10,S,3,1.983286383,0.13219548,73.33,47.0547,0.930373945,0.21,2.5761,.,0.97,2.01,0.22,42.02,15.28,35,39,26,31.488625
4,1,4,10,O,3,1.67552147,0.1497776,73.18,52.8556,0.845213791,0.25,3.0611,.,0.86,3.57,0.21,39.59,28.75,34,40,26,29.99622346
6,1,2,10,S,3,0.8891478,0.0773172,75.37,22.8852,0.688812471,0.21,2.7154,.,1.08,1.97,0.23,41.25,14.79,37,36,27,37.95340127
8,1,4,10,C,3,2.154343769,0.16748992,70.93,48.5888,1.670041982,0.21,2.5126,.,1.04,3.96,0.25,39.29,25.03,40,33,27,36.5127205
10,1,3,10,C,3,2.313900002,0.19813595,72.72,57.0517,0.855929046,0.21,2.5918,.,1.03,2.13,0.2,42.59,27.59,39,32,29,27.95210185
12,1,3,10,O,3,1.771556337,0.11987524,69.68,42.9525,1.130730484,0.22,2.7178,.,0.83,2.39,0.2,38.87,28.07,37,34,29,45.35562363
14,1,4,10,S,3,2.1006153,0.1286091,69.15,27.3808,0.780074504,0.19,2.498,.,1.09,2.56,0.21,37.63,14.78,43,33,24,25.14476282
16,1,4,10,A,3,1.42011177,0.088479,66.24,24.8035,0.669461923,0.17,2.1882,.,1.13,2.56,0.22,38.27,13.6,40,33,27,35.57938816
18,1,2,10,C,3,0.94061986,0.05533058,77.5,16.1538,0.761808297,0.21,2.7676,.,1.09,1.78,0.2,40.78,22.38,30,40,30,39.05029808
20,2,4,10,O,3,2.20987872,0.18415656,58.78,40.3074,0.645045549,0.16,2.002,.,1.26,3.66,0.2,36.04,19.34,37,37,26,46.98621583
22,2,4,10,S,3,2.439091885,0.15681132,63.19,21.0017,0.608653863,0.17,1.9884,.,1.03,3.24,0.23,35.78,14.82,39,39,22,30.86693827
24,2,3,10,S,3,1.571646886,0.10438026,55.69,34.8951,0.646478983,0.15,1.8436,.,1.23,3.14,0.21,37.71,14.03,44,33,23,37.55311268
26,2,2,10,S,3,1.4371159,0.1002639,71.59,27.324,0.578151936,0.18,2.229,.,1.1,2.1,0.24,41.65,18.84,30,46,24,33.51309677
28,2,3,10,O,3,2.1017216,0.1313576,72.13,25.971,0.711159061,0.21,2.7572,.,1.1,3.65,0.23,36.42,23.32,29,46,25,38.92935484
30,2,3,10,C,3,2.37099104,0.1669712,67.16,34.6408,0.945774267,0.21,2.7482,.,1.06,3.2,0.24,36.81,19.49,33,42,25,34.662
32,2,2,10,C,3,1.1986496,0.0705088,71.63,23.736,0.501263287,0.19,2.6162,.,1.15,2.13,0.23,40.83,23.75,31,43,26,39.17053333
34,2,4,10,A,3,2.064136,0.15404,76.43,35.64,0.638707233,0.25,3.3018,.,1,2.67,0.22,39.37,12.83,33,42,25,36.66636364
36,2,4,10,C,3,1.948128,0.1669824,75.91,33.6768,0.745151937,0.26,3.2756,.,0.96,3.26,0.2,38.86,16.01,29,45,26,32.56018935
38,3,4,10,O,3,2.76951675,0.2110108,80.03,54.7995,1.211185722,0.25,3.077,.,0.85,2.38,0.21,35.74,17.69,31,39,30,46.53915278
40,3,4,10,C,3,2.7448752,0.2088492,74.53,38.8596,1.078031716,0.22,2.805,.,0.94,4.56,0.26,38.71,31.99,32,39,29,30.00853801
42,3,3,10,O,3,2.02394304,0.1425312,76.97,36.5721,1.181217935,0.24,3.0706,.,1.01,0.92,0.21,35.53,28.4,29,40,31,37.471
44,3,2,10,S,3,1.4487671,0.0762509,66.08,29.1593,1.314302914,0.23,3.0762,.,1.03,1.78,0.24,43.22,25.2,36,38,26,37.45480556
46,3,2,10,C,3,1.0134372,0.05067186,61.04,21.7056,0.411443217,0.17,2.17,.,1.14,1.84,0.25,41.67,17.64,45,32,23,34.67147682
48,3,3,10,C,3,1.923108,0.1442331,51.21,46.233,0.690965061,0.16,2.1032,.,1.1,3.06,0.23,40.71,27.41,45,33,22,30.8613871
50,3,4,10,A,3,1.783835648,0.10657704,72.91,35.5101,0.539745577,0.17,2.229,.,1.23,3.54,0.26,36.37,28.87,45,32,23,37.27766197
52,3,3,10,S,3,.,.,62.76,28.9458,0.649558434,0.16,2.1424,.,1.17,2.33,0.22,41.29,15.22,43,35,22,35.7395473
54,3,4,10,S,3,2.446147336,0.1593074,70.83,35.0526,1.153301251,0.2,2.6674,.,1.13,2.59,0.21,38.82,15.94,37,38,25,38.179875
56,4,4,10,S,3,2.68655511,0.190533,70.25,40.635,0.820073695,0.2,2.6388,.,1.05,3.09,0.22,36.55,16.52,37,37,26,36.50292188
58,4,3,10,O,3,1.723685966,0.11566341,67.38,21.4587,0.688699379,0.21,2.7302,.,1.13,3.32,0.22,38.7,14.28,35,37,28,45.98133553
60,4,4,10,O,3,.,.,77.56,44.8874,0.763533079,0.27,3.3246,.,1.03,1.86,0.19,37.29,25.97,28,41,31,41.49850926
62,4,2,10,S,3,1.322919598,0.1018776,74.87,22.491,0.481669709,0.29,3.7554,.,1.02,2.38,0.24,41.72,30.32,27,40,33,39.59977914
64,4,2,10,C,3,0.84793654,0.09975724,61.76,18.8639,0.336498833,0.18,2.3078,.,1.21,2.5,0.25,42.85,17.75,43,30,27,39.96991319
66,4,4,10,A,3,1.166079238,0.12457828,79.92,23.3914,0.462564001,.,.,.,1.09,2.97,0.24,39.74,34.01,30,39,31,37.16166346
68,4,3,10,C,3,1.556223616,0.2855622,77.04,29.7528,0.632673425,0.26,3.277,.,0.98,3.53,0.23,37.61,14.04,21,46,33,34.81846108
70,4,3,10,S,3,3.322073917,0.2656454,81.66,35.561,0.74389465,0.36,4.7092,.,0.86,1.65,0.22,38.99,29.16,30,41,29,35.45818436
72,4,4,10,C,3,.,.,84.42,36.774,0.723235926,0.34,3.822,.,0.9,2,0.21,37.49,15.41,22,46,32,35.33888571
2,1,3,10,S,4,1.35533421,0.1231722,70.3,33.0747,0.681890421,0.21,2.5761,53.54058122,1.23,2.1,0.22,41.19,16.48,35,39,26,59.58916901
4,1,4,10,O,4,2.179261405,0.214587,66.91,47.7086,0.974358831,0.25,3.0611,56.52322324,1.13,2.06,0.26,40.4,13.16,34,40,26,42.27761184
6,1,2,10,S,4,2.124792,0.157392,70.86,22.356,0.581078553,0.21,2.7154,54.56980552,1.2,1.49,0.24,41.87,17.23,37,36,27,55.61710345
8,1,4,10,C,4,1.993895431,0.1516266,64.14,57.3276,1.104779983,0.21,2.5126,54.98176839,1.29,2.54,0.28,42.94,24.54,40,33,27,64.97663603
10,1,3,10,C,4,1.29915946,0.128656,64.38,46.1465,0.775161128,0.21,2.5918,37.18864127,0.85,2.15,0.23,42.63,27.33,39,32,29,60.98018056
12,1,3,10,O,4,1.774024006,0.1725984,64.52,48.1338,.,0.22,2.7178,53.24414057,1.17,2.78,0.26,39.01,13.31,37,34,29,38.79814865
14,1,4,10,S,4,1.8160884,0.1433754,63.27,35.5446,0.919495429,0.19,2.498,53.43803882,1.26,2.16,0.22,39.64,15.73,43,33,24,55.65800719
16,1,4,10,A,4,2.305257082,0.164268,49.92,45.792,0.733070931,0.17,2.1882,45.36031506,1.2,3.08,0.28,40.53,13.88,40,33,27,37.91875862
18,1,2,10,C,4,0.582768,0.032376,70.79,19.992,0.685134873,0.21,2.7676,55.42526185,1.2,1.23,0.34,44.24,37.81,30,40,30,56.75751724
20,2,4,10,O,4,2.0038172,0.1398012,61.81,20.4561,0.434930101,0.16,2.002,41.53526867,1.19,2.1,0.24,38.66,13.56,37,37,26,40.84430479
22,2,4,10,S,4,.,.,63.42,43.2288,0.59446522,0.17,1.9884,39.54500691,1.14,2.14,0.21,38.61,17.16,39,39,22,43.35435099
24,2,3,10,S,4,1.168654684,0.096928,64.15,22.23,1.678040964,0.15,1.8436,42.08415688,1.3,2.1,0.24,43.17,30.19,44,33,23,54.76274074
26,2,2,10,S,4,1.2777921,0.1236573,61.55,20.8728,0.769912034,0.18,2.229,44.95479789,1.17,1.69,0.25,42.05,18.69,30,46,24,49.33565878
28,2,3,10,O,4,3.0548232,0.231426,63.58,27.2376,0.799812315,0.21,2.7572,53.87430385,1.17,2.26,0.34,40.23,14.58,29,46,25,42.10814189
30,2,3,10,C,4,1.716,0.156,61.64,29.406,0.946646024,0.21,2.7482,59.70098978,1.3,2.46,0.26,27.98,18.91,33,42,25,65.63362963
32,2,2,10,C,4,0.7433874,0.0707988,75.58,16.8264,0.427925361,0.19,2.6162,54.23742034,1.23,1.26,0.25,42.29,27.64,31,43,26,57.50033451
34,2,4,10,A,4,1.773814,0.152915,75.15,46.2315,0.671905491,0.25,3.3018,62.98252491,1.19,1.74,0.26,39.98,21.15,33,42,25,46.11453767
36,2,4,10,C,4,1.718307,0.1591025,72.41,42.619,1.051255828,0.26,3.2756,60.51429742,1.15,1.76,0.23,39.79,16.11,29,45,26,55.76925
38,3,4,10,O,4,2.2381504,0.2315328,70.92,74.3628,1.016196266,0.25,3.077,62.27196909,1.24,1.48,0.25,40.75,12.69,31,39,30,45.63112057
40,3,4,10,C,4,2.8438348,0.2091055,67.55,43.1038,1.07406619,0.22,2.805,59.299929,1.27,1.74,0.28,43.54,28.83,32,39,29,65.16388406
42,3,3,10,O,4,0.9857466,0.120213,74.74,48.8832,0.728550186,0.24,3.0706,57.15895213,1.14,2.09,0.22,40.44,14.87,29,40,31,46.07525166
44,3,2,10,S,4,1.2802608,0.0984816,69.88,27.3504,1.118811807,0.23,3.0762,56.23447311,1.12,1.4,0.23,41.99,19,36,38,26,48.28334641
46,3,2,10,C,4,0.84288,0.056192,56.87,14.8992,0.587065731,0.17,2.17,48.02698163,1.28,2.26,0.25,41.36,18.22,45,32,23,54.32151825
48,3,3,10,C,4,1.6162077,0.1671939,38.85,45.9897,0.855499118,0.16,2.1032,44.88138893,1.23,2.68,0.23,43.05,22.42,45,33,22,48.22682746
50,3,4,10,A,4,2.000142949,0.158433687,60.81,29.3232,1.069993824,0.17,2.229,47.26017214,1.23,1.94,0.25,42.01,13.29,45,32,23,41.57010211
52,3,3,10,S,4,1.516630266,0.148347342,58.36,26.5344,0.95994924,0.16,2.1424,47.48292355,1.28,1.99,0.21,39.99,16.39,43,35,22,55.18808759
54,3,4,10,S,4,1.692105519,0.137692118,69.12,49.1264,1.370250125,0.2,2.6674,57.35856589,1.28,1.52,0.2,41.06,17.18,37,38,25,61.22931387
56,4,4,10,S,4,3.088944358,0.236417015,69.04,46.3232,1.064459843,0.2,2.6388,56.84801347,1.28,2.1,0.24,39.64,15.79,37,37,26,65.11649635
58,4,3,10,O,4,2.142108308,0.167777385,63.5,54.7992,0.655368571,0.21,2.7302,49.33210775,1.08,2.83,0.24,40.52,16.14,35,37,28,37.73464968
60,4,4,10,O,4,2.686395751,0.236864956,76.95,53.9659,0.871294654,0.27,3.3246,57.97709204,1.09,1.38,0.26,38.06,12.6,28,41,31,40.42048397
62,4,2,10,S,4,1.665347321,0.124505343,79.79,25.7298,0.752681974,0.29,3.7554,65.84540442,1.14,1.12,0.24,42.38,17.02,27,40,33,59.83980795
64,4,2,10,C,4,0.779158423,0.078173116,62.56,14.248,0.41705456,0.18,2.3078,54.26925204,1.37,0.96,0.29,44.04,24.47,43,30,27,62.85303125
66,4,4,10,A,4,.,.,.,.,.,.,.,.,1.15,1.72,0.23,42.34,14.26,30,39,31,43.55893333
68,4,3,10,C,4,0.69575975,0.157603067,78.62,27.8748,0.810320055,0.26,3.277,60.73447058,1.16,1.36,0.25,44.45,26.15,21,46,33,57.72518121
70,4,3,10,S,4,3.282236998,0.227303458,82.23,43.2328,0.747460476,0.36,4.7092,65.65191923,1.04,0.95,0.26,42.27,16.38,30,41,29,59.12561491
72,4,4,10,C,4,2.718920565,0.198221442,78.82,35.0982,0.994695387,0.34,3.822,64.90752325,1.11,0.97,0.25,44.09,25.19,22,46,32,59.57492532
2,1,3,10,O,5,.,.,73.678,.,.,0.21,2.5761,.,.,.,.,.,.,35,39,26,.
4,1,4,10,A,5,2.728816587,0.172285937,72.218,57.10590545,0.778165526,0.25,3.0611,.,1.065114589,.,.,.,.,34,40,26,41.45244144
6,1,2,10,C,5,0.49332164,0.033295939,78.332,14.86141957,0.659668341,0.21,2.7154,.,1.210438226,.,.,.,.,37,36,27,57.18817306
8,1,4,10,S,5,1.723007314,0.12050179,68.577,45.80252444,0.943444667,0.21,2.5126,.,1.133561077,.,.,.,.,40,33,27,50.18977067
10,1,3,10,S,5,2.10477887,0.139756987,72.18,36.66242294,0.950875627,0.21,2.5918,.,1.158987516,.,.,.,.,39,32,29,55.62372666
12,1,3,10,C,5,.,.,77.633,63.62519236,1.25267659,0.22,2.7178,.,1.147202013,.,.,.,.,37,34,29,56.05646844
14,1,4,10,O,5,1.368323553,0.095413601,68.149,31.1151866,0.844134212,0.19,2.498,.,1.187503974,.,.,.,.,43,33,24,52.96382955
16,1,4,10,C,5,.,.,69.393,.,.,0.17,2.1882,.,1.209588659,.,.,.,.,40,33,27,54.5485341
18,1,2,10,S,5,0.533907465,0.040490044,80.669,11.93611678,0.686770386,0.21,2.7676,.,1.140349012,.,.,.,.,30,40,30,52.58019966
20,2,4,10,A,5,2.064920456,0.170462641,62.95,32.87852433,0.557393416,0.16,2.002,.,1.256691021,.,.,.,.,37,37,26,42.71140146
22,2,4,10,O,5,1.857636068,0.120251551,66.387,17.90986397,0.640005473,0.17,1.9884,.,1.278201041,.,.,.,.,39,39,22,55.85920545
24,2,3,10,O,5,1.714946784,0.123609824,59.832,27.47575836,0.699984485,0.15,1.8436,.,1.254732578,.,.,.,.,44,33,23,51.5995685
26,2,2,10,C,5,0.773607098,0.03505905,70.602,16.74628939,0.544785072,0.18,2.229,.,1.173501051,.,.,.,.,30,46,24,49.61980577
28,2,3,10,C,5,1.742113341,0.12237804,72.905,36.18254285,0.870247297,0.21,2.7572,.,1.06891169,.,.,.,.,29,46,25,48.30671932
30,2,3,10,S,5,1.822908749,0.13046616,69.967,27.42238879,0.944227762,0.21,2.7482,.,1.137742195,.,.,.,.,33,42,25,54.36592554
32,2,2,10,S,5,1.078512398,0.06960232,71.81,13.19276641,0.630939335,0.19,2.6162,.,1.159652096,.,.,.,.,31,43,26,55.56378995
34,2,4,10,C,5,2.058853404,0.14431175,76.741,30.25521962,1.018201648,0.25,3.3018,.,0.974556722,.,.,.,.,33,42,25,47.43488008
36,2,4,10,S,5,1.437094855,0.1132292,78.633,26.11573025,0.817066635,0.26,3.2756,.,1.085033904,.,.,.,.,29,45,26,56.6217392
38,3,4,10,A,5,2.426308184,0.170975,76.298,56.15788462,1.354555107,0.25,3.077,.,1.249208755,.,.,.,.,31,39,30,56.14259445
40,3,4,10,S,5,1.893984351,0.1037052,76.597,27.53825284,1.036736778,0.22,2.805,.,1.195406641,.,.,.,.,32,39,29,61.19151303
42,3,3,10,C,5,2.474928825,0.155064,74.388,55.32457486,1.293826756,0.24,3.0706,.,1.037445014,.,.,.,.,29,40,31,52.14102497
44,3,2,10,C,5,1.243201123,0.08584896,69.497,27.04309174,1.551988119,0.23,3.0762,.,1.218423267,.,.,.,.,36,38,26,54.09665031
46,3,2,10,S,5,0.931885109,0.05467625,62.418,20.26563362,0.678830041,0.17,2.17,.,1.253212572,.,.,.,.,45,32,23,51.74794431
48,3,3,10,S,5,2.04063278,0.14968296,59.979,47.41818986,0.972117841,0.16,2.1032,.,1.187071437,.,.,.,.,45,33,22,51.50594277
50,3,4,10,C,5,1.722998223,0.112460864,56.96,24.16715981,1.034358629,0.17,2.229,.,1.195384396,.,.,.,.,45,32,23,53.7181529
52,3,3,10,O,5,2.626939049,0.172187177,66.135,31.32992844,1.281855683,0.16,2.1424,.,1.248028311,.,.,.,.,43,35,22,52.70144323
54,3,4,10,O,5,1.157974852,0.078568137,72.527,21.23497316,1.207717901,0.2,2.6674,.,1.159144607,.,.,.,.,37,38,25,48.84528825
56,4,4,10,O,5,2.077952001,0.142882955,69.535,34.98432604,1.078761794,0.2,2.6388,.,1.198064359,.,.,.,.,37,37,26,54.89405342
58,4,3,10,C,5,2.801234861,0.190643562,74.041,58.92579995,1.125786682,0.21,2.7302,.,1.064930525,.,.,.,.,35,37,28,52.2073697
60,4,4,10,A,5,3.361819127,0.244664565,76.065,70.71693813,1.214387648,0.27,3.3246,.,1.068996316,.,.,.,.,28,41,31,40.29776369
62,4,2,10,C,5,0.966890597,0.081013423,81.431,17.09200948,0.616538305,0.29,3.7554,.,1.045041922,.,.,.,.,27,40,33,50.2877711
64,4,2,10,S,5,.,.,.,.,.,0.18,2.3078,.,.,.,.,.,.,43,30,27,.
66,4,4,10,C,5,3.125117089,0.234790186,75.386,41.07019813,1.343065714,.,.,.,1.021580553,.,.,.,.,30,39,31,50.27186731
68,4,3,10,S,5,.,.,.,.,.,0.26,3.277,.,.,.,.,.,.,21,46,33,.
70,4,3,10,O,5,2.38121911,0.150889862,86.269,30.71622531,0.908982944,0.36,4.7092,.,0.96357396,.,.,.,.,30,41,29,52.02806331
72,4,4,10,S,5,.,.,.,.,.,0.34,3.822,.,.,.,.,.,.,22,46,32,.
